"STATION","DATE","LATITUDE","LONGITUDE","ELEVATION","NAME","PRCP","PRCP_ATTRIBUTES"
"US1NCMT0007","2019","35.74264","-76.9673","12.5","JAMESVILLE 6.1 SW, NC US","   1216.1"," ,N"
"US1NCMT0007","2020","35.74264","-76.9673","12.5","JAMESVILLE 6.1 SW, NC US","   1383.4"," ,N"
