"STATION","DATE","LATITUDE","LONGITUDE","ELEVATION","NAME","PRCP","PRCP_ATTRIBUTES"
"US1GAOC0016","2019","33.80187","-83.47837","197.5","BISHOP 2.6 WSW, GA US","   1001.4"," ,N"
"US1GAOC0016","2020","33.80187","-83.47837","197.5","BISHOP 2.6 WSW, GA US","   1578.1"," ,N"
