"STATION","DATE","LATITUDE","LONGITUDE","ELEVATION","NAME","DP01","DP01_ATTRIBUTES","DP10","DP10_ATTRIBUTES","DP1X","DP1X_ATTRIBUTES","EMXP","EMXP_ATTRIBUTES","PRCP","PRCP_ATTRIBUTES"
"US1AZPM0422","2022","32.1282","-111.1446","755.0","TUCSON 14.6 WSW, AZ US","        55","N","        33","N","         0","N","  22.1"," ,N,0922, ","    262.2"," ,N"
"US1AZPM0422","2023","32.1282","-111.1446","755.0","TUCSON 14.6 WSW, AZ US","        53","N","        23","N","         0","N","  25.1"," ,N,1223, ","    240.1"," ,N"
