"STATION","DATE","LATITUDE","LONGITUDE","ELEVATION","NAME","AWND","AWND_ATTRIBUTES","CDSD","CDSD_ATTRIBUTES","CLDD","CLDD_ATTRIBUTES","DP01","DP01_ATTRIBUTES","DP10","DP10_ATTRIBUTES","DP1X","DP1X_ATTRIBUTES","DSND","DSND_ATTRIBUTES","DT00","DT00_ATTRIBUTES","DT32","DT32_ATTRIBUTES","DX32","DX32_ATTRIBUTES","DX70","DX70_ATTRIBUTES","DX90","DX90_ATTRIBUTES","EMNT","EMNT_ATTRIBUTES","EMSD","EMSD_ATTRIBUTES","EMXP","EMXP_ATTRIBUTES","EMXT","EMXT_ATTRIBUTES","FZF0","FZF0_ATTRIBUTES","FZF1","FZF1_ATTRIBUTES","FZF2","FZF2_ATTRIBUTES","FZF3","FZF3_ATTRIBUTES","FZF4","FZF4_ATTRIBUTES","FZF5","FZF5_ATTRIBUTES","FZF6","FZF6_ATTRIBUTES","FZF7","FZF7_ATTRIBUTES","FZF8","FZF8_ATTRIBUTES","FZF9","FZF9_ATTRIBUTES","HDSD","HDSD_ATTRIBUTES","HTDD","HTDD_ATTRIBUTES","PRCP","PRCP_ATTRIBUTES","TAVG","TAVG_ATTRIBUTES","TMAX","TMAX_ATTRIBUTES","TMIN","TMIN_ATTRIBUTES"
"USS0017C04S","2001","46.18","-117.54","1737.4","SPRUCE SPRINGS, WA US","","","     75.8","","      75.8","T","       121","T","       121","T","         5","T","      167","","         0","T","       170","T","        32","T","        79","T","         0","T","  -14.6","T,0207, ","  1067"," ,T,1218, ","  38.1"," ,T,1128, ","   31.8","T,0812, ","-0.7","T,1009","-3.6","T,1023","-4.4","T,1106","-7.3","T,1126","-10.0","T,1215","-1.0","T,0612","-2.7","T,0529","-6.6","T,0414","-7.0","T,0404","-9.5","T,0227","","","","","    856.5"," ,T","      6.45","T","     11.16","T","      1.73","T"
"USS0017C04S","2002","46.18","-117.54","1737.4","SPRUCE SPRINGS, WA US","","","     63.1","","      63.1","T","       116","T","       116","T","         2","T","      182","","         0","T","       173","T","        38","T","        58","T","         2","T","  -14.8","T,1031, ","  1803"," ,T,0319, ","  27.9"," ,T,1214, ","   33.6","T,0713, ","0.0","T,0929","-4.1","T,1011","-10.3","T,1029","-10.3","T,1029","-10.3","T,1029","-0.2","T,0609","-2.6","T,0608","-5.5","T,0507","-11.0","T,0318","-11.0","T,0318","    4546.5","5","    4546.5","T","    806.3"," ,T","      5.91","T","     10.52","T","      1.29","T"
"USS0017C04S","2003","46.18","-117.54","1737.4","SPRUCE SPRINGS, WA US","","","    123.7","","     123.7","T","       124","T","       124","T","         5","T","      185","","         0","T","       161","T","        37","T","        84","T","         1","T","  -15.2","T,0223, ","  1803"," ,T,0308, ","  58.4"," ,T,0307, ","   32.6","T,0723, ","-0.2","T,1009","-6.1","T,1029","-6.1","T,1029","-11.2","T,1030","-11.2","T,1030","-1.4","T,0519","-3.3","T,0518","-5.2","T,0406","-7.1","T,0324","-11.5","T,0225","    4294.5","5","    4294.5","T","    938.4"," ,T","      6.83","T","     11.36","T","      2.31","T"
"USS0017C04S","2004","46.18","-117.54","1737.4","SPRUCE SPRINGS, WA US","","","     76.0","","      76.0","T","       114","T","       114","T","         1","T","      151","","         2","T","       149","T","        33","T","        52","T","         0","T","  -22.2","T,0105, ","  1245"," ,T,0305,+","  30.5"," ,T,0519, ","   30.6","T,0814, ","-0.9","T,1018","-2.4","T,1024","-6.0","T,1031","-7.8","T,1120","-10.3","T,1128","-0.2","T,0529","-2.8","T,0428","-6.5","T,0401","-7.3","T,0303","-12.0","T,0106","    4298.6","6","    4298.6","T","    757.9"," ,T","      6.60","T","     11.03","T","      2.17","T"
"USS0017C04S","2005","46.18","-117.54","1737.4","SPRUCE SPRINGS, WA US","       0.8","T","     66.6","","      66.6","T","       104","T","       104","T","         4","T","      149","","         0","T","       138","T","        28","T","        51","T","         0","T","  -14.2","T,1206, ","   660"," ,T,1203, ","  40.6"," ,T,0327, ","   31.0","T,0821, ","0.0","T,1002","-2.9","T,1102","-6.4","T,1108","-9.1","T,1114","-9.1","T,1114","0.0","T,0607","-3.3","T,0428","-4.6","T,0414","-7.6","T,0216","-9.5","T,0215","    4340.1","1","    4340.1","T","    732.3"," ,T","      6.50","T","     11.08","T","      1.92","T"
"USS0017C04S","2006","46.18","-117.54","1737.4","SPRUCE SPRINGS, WA US","       0.8","T","    102.5","","     102.5","T","       115","T","       115","T","         6","T","      185","","         1","T","       167","T","        37","T","        68","T","         1","T","  -23.2","T,0217, ","  1626"," ,T,0325, ","  43.2"," ,T,1107, ","   32.3","T,0723, ","0.0","T,0922","-6.0","T,1029","-6.0","T,1029","-10.7","T,1030","-10.7","T,1030","-3.9","T,0509","-3.9","T,0509","-5.2","T,0502","-9.0","T,0313","-9.0","T,0313","    4496.6","6","    4496.6","T","   1052.9"," ,T","      6.23","T","     10.78","T","      1.68","T"
"USS0017C04S","2007","46.18","-117.54","1737.4","SPRUCE SPRINGS, WA US","","","     70.7","","      70.7","T","       119","T","       119","T","         2","T","      162","","         1","T","       159","T","        55","T","        61","T","         0","T","  -18.5","T,0111, ","  1219"," ,T,0302, ","  61.0"," ,T,1203, ","   30.7","T,0705, ","-1.9","T,0928","-2.8","T,1025","-5.2","T,1113","-8.2","T,1120","-11.1","T,1208","-1.0","T,0528","-3.1","T,0505","-4.7","T,0419","-7.6","T,0321","-11.1","T,0302","    4454.8","8","    4454.8","T","    803.4"," ,T","      6.01","T","     10.35","T","      1.68","T"
"USS0017C04S","2008","46.18","-117.54","1737.4","SPRUCE SPRINGS, WA US","","","     56.5","","      56.5","T","       152","T","       152","T","         6","T","      189","","         1","T","       179","T","        51","T","        49","T","         0","T","  -18.4","T,0121, ","  2083"," ,T,0408, ","  35.6"," ,T,0131, ","   30.8","T,0817, ","0.0","T,0922","-3.3","T,1009","-5.2","T,1011","-6.9","T,1203","-8.9","T,1204","-3.8","T,0610","-3.8","T,0610","-6.0","T,0501","-7.9","T,0421","-9.0","T,0420","    4859.6","6","    4859.6","T","   1060.4"," ,T","      5.29","T","      9.50","T","      1.07","T"
"USS0017C04S","2009","46.18","-117.54","1737.4","SPRUCE SPRINGS, WA US","","","     63.2","","      63.2","T","       123","T","       123","T","        12","T","      208","","         4","T","       176","T","        47","T","        58","T","         0","T","  -22.6","T,1208, ","  2515"," ,T,0402, ","  50.8"," ,T,0305, ","   30.7","T,0801, ","-2.0","T,0930","-6.1","T,1009","-6.1","T,1009","-7.3","T,1010","-9.0","T,1011","-2.1","T,0520","-3.3","T,0513","-6.1","T,0424","-7.2","T,0414","-9.2","T,0326","    4585.6","6","    4585.6","T","   1161.8"," ,T","      5.64","T","      9.96","T","      1.33","T"
"USS0017C04S","2010","46.18","-117.54","1737.4","SPRUCE SPRINGS, WA US","       0.1","T","     32.5","","      32.5","T","       134","T","       134","T","         4","T","      183","","         3","T","       165","T","        25","T","        43","T","         0","T","  -23.6","T,1124, ","   787"," ,T,1229,+","  30.5"," ,T,0602,+","   28.5","T,0825,+","-0.1","T,1017","-2.3","T,1025","-5.0","T,1110","-8.3","T,1122","-23.1","T,1123","-0.9","T,0524","-2.5","T,0521","-4.6","T,0506","-8.5","T,0409","-9.0","T,0221","    4689.7","7","    4689.7","T","    874.6"," ,T","      5.71","T","      9.80","T","      1.62","T"
