"STATION","DATE","LATITUDE","LONGITUDE","ELEVATION","NAME","CDSD","CDSD_ATTRIBUTES","CLDD","CLDD_ATTRIBUTES","DT00","DT00_ATTRIBUTES","DT32","DT32_ATTRIBUTES","DX32","DX32_ATTRIBUTES","DX70","DX70_ATTRIBUTES","DX90","DX90_ATTRIBUTES","EMNT","EMNT_ATTRIBUTES","EMXT","EMXT_ATTRIBUTES","FZF0","FZF0_ATTRIBUTES","FZF1","FZF1_ATTRIBUTES","FZF2","FZF2_ATTRIBUTES","FZF3","FZF3_ATTRIBUTES","FZF4","FZF4_ATTRIBUTES","FZF5","FZF5_ATTRIBUTES","FZF6","FZF6_ATTRIBUTES","FZF7","FZF7_ATTRIBUTES","FZF8","FZF8_ATTRIBUTES","FZF9","FZF9_ATTRIBUTES","HDSD","HDSD_ATTRIBUTES","HTDD","HTDD_ATTRIBUTES","TAVG","TAVG_ATTRIBUTES","TMAX","TMAX_ATTRIBUTES","TMIN","TMIN_ATTRIBUTES"
"USC00058590","2022","37.38333","-107.58333","2338.7","VALLECITO RESERVOIR, CO US","    104.0","","     104.0","H","        10","H","       177","H","        19","H","       115","H","         1","H","  -27.2","H,0203, ","   32.2","H,0718, ","-3.3","H,1024","-3.3","H,1024","-6.1","H,1026","-6.7","H,1104","-9.4","H,1115","0.0","H,0526","-2.2","H,0505","-6.1","H,0415","-7.8","H,0414","-14.4","H,0313","","","","","      7.19","H","     14.46","H","     -0.09","H"
"USC00058590","2023","37.38333","-107.58333","2338.7","VALLECITO RESERVOIR, CO US","    106.5","","     106.5","H","        18","H","       179","H","        33","H","       107","H","         2","H","  -24.4","H,0127, ","   33.3","H,0717, ","-1.7","H,1013","-7.2","H,1030","-7.2","H,1030","-7.2","H,1030","-8.9","H,1125","0.0","H,0507","-2.8","H,0427","-6.7","H,0422","-6.7","H,0422","-12.2","H,0407","    4315.8","8","    4315.8","H","      6.73","H","     14.19","H","     -0.74","H"
