"STATION","DATE","LATITUDE","LONGITUDE","ELEVATION","NAME","DP01","DP01_ATTRIBUTES","DP10","DP10_ATTRIBUTES","DP1X","DP1X_ATTRIBUTES","EMXP","EMXP_ATTRIBUTES","PRCP","PRCP_ATTRIBUTES"
"US1COLR1146","2022","40.695029","-104.995291","1578.3","WELLINGTON 0.6 SSE, CO US","        76","N","        32","N","         1","N","  66.5"," ,N,0728, ","    292.0"," ,N"
"US1COLR1146","2023","40.695029","-104.995291","1578.3","WELLINGTON 0.6 SSE, CO US","        89","N","        44","N","         2","N","  98.0"," ,N,0801, ","    519.4"," ,N"
