"STATION","DATE","LATITUDE","LONGITUDE","ELEVATION","NAME","PRCP","PRCP_ATTRIBUTES"
"US1TXEL0043","2018","32.315013","-96.94892","188.1","WAXAHACHIE 8.5 SW, TX US","   1262.7"," ,N"
"US1TXEL0043","2020","32.315013","-96.94892","188.1","WAXAHACHIE 8.5 SW, TX US","   1041.3"," ,N"
"US1TXEL0043","2023","32.315013","-96.94892","188.1","WAXAHACHIE 8.5 SW, TX US","    903.6"," ,N"
