"STATION","DATE","LATITUDE","LONGITUDE","ELEVATION","NAME","CDSD","CDSD_ATTRIBUTES","CLDD","CLDD_ATTRIBUTES","DP01","DP01_ATTRIBUTES","DP10","DP10_ATTRIBUTES","DP1X","DP1X_ATTRIBUTES","DSND","DSND_ATTRIBUTES","DSNW","DSNW_ATTRIBUTES","DT00","DT00_ATTRIBUTES","DT32","DT32_ATTRIBUTES","DX32","DX32_ATTRIBUTES","DX70","DX70_ATTRIBUTES","DX90","DX90_ATTRIBUTES","DYFG","DYFG_ATTRIBUTES","DYTS","DYTS_ATTRIBUTES","EMNT","EMNT_ATTRIBUTES","EMSD","EMSD_ATTRIBUTES","EMSN","EMSN_ATTRIBUTES","EMXP","EMXP_ATTRIBUTES","EMXT","EMXT_ATTRIBUTES","FZF0","FZF0_ATTRIBUTES","FZF1","FZF1_ATTRIBUTES","FZF2","FZF2_ATTRIBUTES","FZF3","FZF3_ATTRIBUTES","FZF4","FZF4_ATTRIBUTES","FZF5","FZF5_ATTRIBUTES","FZF6","FZF6_ATTRIBUTES","FZF7","FZF7_ATTRIBUTES","FZF8","FZF8_ATTRIBUTES","FZF9","FZF9_ATTRIBUTES","HDSD","HDSD_ATTRIBUTES","HTDD","HTDD_ATTRIBUTES","PRCP","PRCP_ATTRIBUTES","SNOW","SNOW_ATTRIBUTES","TAVG","TAVG_ATTRIBUTES","TMAX","TMAX_ATTRIBUTES","TMIN","TMIN_ATTRIBUTES"
"USC00205690","1957","46.4121","-86.6625","207.3","MUNISING, MI US","    112.8","","     112.8","0","       161","0","        86","0","         4","0","      134","","        39","0","        24","0","       180","0","        69","0","        96","0","         2","0","        13"," ","        13"," ","  -25.0","0,0130,+","   838"," ,0,0217, ","   203"," ,0,0216, ","  36.1"," ,0,0902, ","   34.4","0,0802,+","-3.9","0,0927","-3.9","0,0927","-4.4","0,1109","-8.9","0,1122","-8.9","0,1122","-1.1","0,0608","-3.3","0,0520","-5.0","0,0516","-7.8","0,0415","-10.6","0,0410","    4834.5","5","    4834.5","0","    770.4"," ,0","     2685"," ,0","      5.31","0","     11.17","0","     -0.55","0"
"USC00205690","1958","46.4121","-86.6625","207.3","MUNISING, MI US","     95.9","","      95.9","0","       187","0","       110","0","         0","0","      133","","        59","0","        20","0","       189","0","        68","0","        82","0","         4","0","        18"," ","        13"," ","  -23.3","0,0212, ","   737"," ,0,1217, ","   191"," ,0,1206, ","  24.1"," ,0,0705, ","   33.9","0,0809, ","-1.1","0,0911","-2.2","0,1012","-6.7","0,1124","-6.7","0,1124","-14.4","0,1127","-1.1","0,0618","-2.2","0,0609","-6.7","0,0506","-6.7","0,0506","-10.0","0,0409","    4670.9","9","    4670.9","0","    841.6"," ,0","     5099"," ,0","      5.56","0","     11.17","0","     -0.06","0"
"USC00205690","1959","46.4121","-86.6625","207.3","MUNISING, MI US","    231.1","","     231.1","0","       173","0","        84","0","         9","0","      153","","        36","0","        30","0","       190","0","        81","0","       112","0","         7","0","        20"," ","        23"," ","  -28.3","0,0220, ","   940"," ,0,0307, ","   343"," ,0,0306, ","  67.1"," ,0,1024, ","   33.9","0,0609, ","0.0","0,0916","-5.0","0,1021","-5.0","0,1021","-16.1","0,1107","-16.1","0,1107","-3.3","0,0517","-3.3","0,0517","-6.1","0,0427","-6.7","0,0424","-9.4","0,0410","    4895.1","1","    4895.1","0","   1046.5"," ,0","     3498"," ,0","      5.52","0","     11.23","0","     -0.20","0"
"USC00205690","1960","46.4121","-86.6625","207.3","MUNISING, MI US","    121.0","","     121.0","0","       194","0","       102","0","         9","0","      143","","        48","0","        15","0","       178","0","        79","0","        93","0","         2","0","        28"," ","        24"," ","  -27.8","0,1224, ","   864"," ,0,0324, ","   257"," ,0,0322, ","  56.4"," ,0,0730, ","   33.9","0,0907, ","0.0","0,0918","-2.2","0,1021","-5.0","0,1025","-7.8","0,1207","-11.1","0,1208","-0.6","0,0701","-3.9","0,0513","-5.0","0,0501","-13.9","0,0410","-13.9","0,0410","    4833.9","9","    4833.9","0","   1154.3"," ,0","     4582"," ,0","      5.53","0","     11.11","0","     -0.05","0"
"USC00205690","1961","46.4121","-86.6625","207.3","MUNISING, MI US","    146.8","","     146.8","0","       157","0","        79","0","         6","0","      128","","        37","0","        18","0","       182","0","        68","0","       102","0","         7","0","        16"," ","        10"," ","  -29.4","0,0203, ","   610"," ,0,0219, ","   353"," ,0,1212, ","  49.0"," ,0,0622, ","   35.0","0,0629, ","-1.1","0,0926","-2.2","0,0929","-4.4","0,1107","-7.8","0,1109","-10.6","0,1119","-1.1","0,0615","-2.8","0,0523","-5.6","0,0517","-7.2","0,0411","-12.8","0,0330","    4740.8","8","    4740.8","0","    823.4"," ,0","     3191"," ,0","      5.92","0","     11.62","0","      0.21","0"
"USC00205690","1962","46.4121","-86.6625","207.3","MUNISING, MI US","     92.2","","      92.2","0","       167","0","        84","0","         1","0","      126","","        52","0","        30","0","       189","0","        80","0","        86","0","         4","0","        26"," ","        18"," ","  -31.1","0,0208, ","   914"," ,0,0226, ","   191"," ,0,1209, ","  26.2"," ,0,0910, ","   33.3","0,0707,+","-0.6","0,0926","-2.2","0,1024","-4.4","0,1025","-7.8","0,1115","-9.4","0,1209","-1.1","0,0621","-2.2","0,0603","-6.7","0,0420","-6.7","0,0420","-10.6","0,0403","    4822.3","3","    4822.3","0","    700.8"," ,0","     4267"," ,0","      4.82","0","     10.52","0","     -0.89","0"
"USC00205690","1963","46.4121","-86.6625","207.3","MUNISING, MI US","","","","","","","","","","","","","","","","","","","","","","","","","        25"," ","         4"," ","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","    5179.5","5","    5179.5","0","","","","","","","","","",""
"USC00205690","1964","46.4121","-86.6625","207.3","MUNISING, MI US","    128.7","","     128.7","0","       165","0","        94","0","         3","0","","","        49","0","         7","0","       170","0","        76","0","        90","0","         5","0","","","         7"," ","  -23.9","0,0112, ","","","   203"," ,0,1207, ","  51.3"," ,0,0725, ","   35.0","0,0629, ","-2.2","0,0928","-2.2","0,0928","-5.0","0,1119","-13.9","0,1120","-13.9","0,1120","-2.2","0,0604","-2.2","0,0604","-9.4","0,0410","-9.4","0,0410","-9.4","0,0410","","","","","    824.4"," ,0","     3509"," ,0","      6.14","0","     11.35","0","      0.94","0"
"USC00205690","1965","46.4121","-86.6625","207.3","MUNISING, MI US","     73.1","","      73.1","0","       172","0","        95","0","         2","0","","","        44","0","        21","0","       176","0","        72","0","        82","0","         2","0","","","         1"," ","  -28.3","0,0115, ","","","   254"," ,0,0212, ","  27.9"," ,0,0807, ","   35.0","0,0815,+","0.0","0,0926","-3.9","0,0927","-4.4","0,1005","-10.0","0,1118","-10.0","0,1118","-1.1","0,0614","-2.2","0,0528","-6.7","0,0404","-6.7","0,0404","-9.4","0,0403","    4867.3","3","    4867.3","0","    841.8"," ,0","     3051"," ,0","      4.88","0","     10.04","0","     -0.27","0"
"USC00205690","1966","46.4121","-86.6625","207.3","MUNISING, MI US","    160.7","","     160.7","0","       174","0","        97","0","         3","0","","","        67","0","        11","0","       181","0","        77","0","        87","0","         6","0","","","         2"," ","  -24.4","0,0128, ","","","   343"," ,0,0204, ","  51.3"," ,0,1015, ","   34.4","0,0712, ","0.0","0,1006","-3.3","0,1019","-6.7","0,1030","-6.7","0,1030","-11.1","0,1105","0.0","0,0610","-4.4","0,0513","-4.4","0,0513","-11.1","0,0331","-11.1","0,0331","    4700.4","4","    4700.4","0","    873.6"," ,0","     5051"," ,0","      5.54","0","     10.41","0","      0.67","0"
"USC00205690","1967","46.4121","-86.6625","207.3","MUNISING, MI US","","","","","","","","","","","","","","","","","","","","","","","","","","","         3"," ","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","    4874.8","8","    4874.8","0","    796.6"," ,0","","","","","","","",""
"USC00205690","1968","46.4121","-86.6625","207.3","MUNISING, MI US","","","","","       177","0","       105","0","        11","0","","","        45","0","","","","","","","","","","","","","         8"," ","","","","","   241"," ,0,0212, ","  50.8"," ,0,1018, ","","","","","","","","","","","","","","","","","","","","","","","","","","","   1216.4"," ,0","     3727"," ,0","","","","","",""
"USC00205690","1969","46.4121","-86.6625","207.3","MUNISING, MI US","","","","","       156","0","        93","0","         2","0","","","        57","0","","","","","","","","","","","","","","","","","","","   229"," ,0,1119, ","  28.2"," ,0,0603, ","","","","","","","","","","","","","","","","","","","","","","","","","","","    767.0"," ,0","     3993"," ,0","","","","","",""
"USC00205690","1970","46.4121","-86.6625","207.3","MUNISING, MI US","    151.3","","     151.3","0","       155","0","        75","0","         5","0","","","        47","0","        31","0","       183","0","        87","0","        89","0","         4","0","","","","","  -28.9","0,0214,+","","","   254"," ,0,0108, ","  89.2"," ,0,0531, ","   33.9","0,0629, ","0.0","0,0929","-2.2","0,1010","-4.4","0,1018","-7.8","0,1125","-11.7","0,1128","-0.6","0,0619","-2.2","0,0513","-4.4","0,0505","-8.9","0,0412","-8.9","0,0412","","","","","    944.0"," ,0","     3652"," ,0","      4.62","0","     10.26","0","     -1.02","0"
"USC00205690","1971","46.4121","-86.6625","207.3","MUNISING, MI US","     91.4","","      91.4","0","       181","0","        99","0","         5","0","","","","","        23","0","       188","0","        88","0","        74","0","         2","0","","","","","  -28.9","0,0209, ","","","","","  38.6"," ,0,0623, ","   35.0","0,0629, ","0.0","0,0824","-3.3","0,1101","-6.1","0,1107","-13.3","0,1108","-13.3","0,1108","-1.1","0,0609","-2.2","0,0601","-5.0","0,0430","-7.2","0,0416","-8.9","0,0414","    5072.9","9","    5072.9","0","    928.2"," ,0","","","      4.64","0","     10.09","0","     -0.80","0"
"USC00205690","1972","46.4121","-86.6625","207.3","MUNISING, MI US","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","    5300.9","9","    5300.9","0","","","","","","","","","",""
"USC00205690","1973","46.4121","-86.6625","207.3","MUNISING, MI US","","","","","","","","","","","","","","","","","","","","","","","","","","","         1"," ","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"USC00205690","1974","46.4121","-86.6625","207.3","MUNISING, MI US","","","","","","","","","","","","","","","","","","","","","","","","","","","         2"," ","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"USC00205690","1975","46.4121","-86.6625","207.3","MUNISING, MI US","","","","","","","","","","","","","","","","","","","","","","","","","","","         3"," ","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"USC00205690","1977","46.4121","-86.6625","207.3","MUNISING, MI US","","","","","","","","","","","","","","","","","","","","","","","","","","","        17"," ","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"USC00205690","1978","46.4121","-86.6625","207.3","MUNISING, MI US","","","","","","","","","","","","","","","","","","","","","","","","","","","         7"," ","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"USC00205690","1979","46.4121","-86.6625","207.3","MUNISING, MI US","    113.5","","     113.5","0","       148","0","       101","0","         9","0","      151","","        56","0","        34","0","       184","0","        82","0","        88","0","         1","0","","","        15"," ","  -32.8","0,0217, ","  1600"," ,0,0207, ","   318"," ,0,0325, ","  46.0"," ,0,0519, ","   32.2","0,0712, ","-1.1","0,1005","-5.0","0,1018","-5.0","0,1018","-11.7","0,1109","-11.7","0,1109","-0.6","0,0624","-2.8","0,0525","-5.6","0,0501","-6.7","0,0429","-8.9","0,0411","    5182.8","8","    5182.8","0","   1200.3"," ,0","     4841"," ,0","      4.48","0","      9.82","0","     -0.86","0"
"USC00205690","1980","46.4121","-86.6625","207.3","MUNISING, MI US","    126.5","","     126.5","0","","","","","","","","","","","        22","0","       185","0","        91","0","        89","0","         1","0","","","        14"," ","  -25.6","0,0302,+","","","","","","","   32.2","0,0625, ","-1.7","0,0928","-2.8","0,1009","-4.4","0,1030","-8.3","0,1108","-9.4","0,1116","-1.1","0,0616","-3.9","0,0424","-5.0","0,0416","-7.2","0,0403","-11.7","0,0326","    4842.8","8","    4842.8","0","","","","","      5.08","0","     10.20","0","     -0.03","0"
"USC00205690","1981","46.4121","-86.6625","207.3","MUNISING, MI US","    110.5","","     110.5","0","       155","0","       106","0","         5","0","      113","","        56","0","        15","0","       178","0","        62","0","        93","0","         4","0","","","         4"," ","  -28.3","0,0212, ","   838"," ,0,0211, ","   277"," ,0,1231, ","  45.5"," ,0,1018, ","   34.4","0,0707, ","0.0","0,0921","-2.2","0,0923","-4.4","0,1003","-10.6","0,1024","-10.6","0,1024","-1.1","0,0531","-2.8","0,0519","-4.4","0,0518","-6.7","0,0510","-8.9","0,0318","    4678.2","2","    4678.2","0","   1051.4"," ,0","     4781"," ,0","      5.91","0","     11.20","0","      0.62","0"
"USC00205690","1982","46.4121","-86.6625","207.3","MUNISING, MI US","     72.7","","      72.7","0","       155","0","       118","0","         4","0","      143","","","","        31","0","       176","0","        86","0","        87","0","         0","0","         3"," ","         3"," ","  -29.4","0,0210,+","   864"," ,0,0205, ","","","  79.2"," ,0,0711, ","   30.6","0,0713,+","-1.1","0,0922","-2.8","0,1023","-9.4","0,1113","-9.4","0,1113","-9.4","0,1113","-1.1","0,0619","-2.2","0,0508","-5.6","0,0428","-8.3","0,0421","-10.0","0,0408","    4800.1","1","    4800.1","0","   1169.5"," ,0","","","      4.50","0","     10.28","0","     -1.29","0"
"USC00205690","1983","46.4121","-86.6625","207.3","MUNISING, MI US","","","","","","","","","","","","","","","","","","","","","","","","","         3"," ","         5"," ","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"USC00205690","1984","46.4121","-86.6625","207.3","MUNISING, MI US","","","","","","","","","","","","","","","","","","","","","","","","","         2"," ","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"USC00205690","1985","46.4121","-86.6625","207.3","MUNISING, MI US","","","","","","","","","","","","","","","","","","","","","","","","","         4"," ","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"USC00205690","1986","46.4121","-86.6625","207.3","MUNISING, MI US","","","","","","","","","","","","","","","","","","","","","","","","","         1"," ","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"USC00205690","1987","46.4121","-86.6625","207.3","MUNISING, MI US","","","","","","","","","","","","","","","","","","","","","","","","","         4"," ","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"USC00205690","1988","46.4121","-86.6625","207.3","MUNISING, MI US","    256.8","","     256.8","0","       155","0","       106","0","         5","0","","","","","        22","0","       163","0","        77","0","        96","0","        13","0","        39"," ","        23"," ","  -25.6","0,0106, ","","","","","  63.5"," ,0,0815, ","   38.3","0,0707, ","-0.6","0,1011","-2.2","0,1012","-5.6","0,1128","-7.8","0,1201","-10.0","0,1207","0.0","0,0519","-4.4","0,0421","-4.4","0,0421","-9.4","0,0327","-9.4","0,0327","","","","","   1042.3"," ,0","","","      5.95","0","     10.82","0","      1.08","0"
"USC00205690","1989","46.4121","-86.6625","207.3","MUNISING, MI US","    146.1","","     146.1","0","       134","0","        84","0","         6","0","","","        59","0","        22","0","       178","0","        95","0","        94","0","         3","0","        48"," ","        19"," ","  -25.0","0,0302,+","","","   208"," ,0,0314, ","  34.0"," ,0,0608, ","   34.4","0,0803, ","0.0","0,1002","-2.2","0,1008","-7.2","0,1102","-7.2","0,1102","-11.1","0,1116","-1.7","0,0510","-2.8","0,0505","-5.0","0,0417","-6.7","0,0409","-14.4","0,0408","    4724.6","6","    4724.6","0","    722.4"," ,0","     3996"," ,0","      4.62","0","      9.66","0","     -0.43","0"
"USC00205690","1990","46.4121","-86.6625","207.3","MUNISING, MI US","    107.3","","     107.3","0","       123","0","        84","0","         2","0","","","        32","0","         9","0","       162","0","        62","0","        71","0","         0","0","        54"," ","        14"," ","  -25.0","0,1225, ","","","   165"," ,0,1217, ","  42.4"," ,0,0509, ","   31.7","0,0426, ","-0.6","0,1012","-2.2","0,1025","-5.0","0,1107","-6.7","0,1125","-8.9","0,1204","-1.7","0,0511","-3.3","0,0510","-7.2","0,0412","-7.2","0,0412","-11.1","0,0410","    4657.0","0","    4657.0","0","    693.3"," ,0","     2015"," ,0","      6.03","0","     10.99","0","      1.07","0"
"USC00205690","1991","46.4121","-86.6625","207.3","MUNISING, MI US","    165.4","","     165.4","0","       139","0","       103","0","         2","0","","","        47","0","        11","0","       168","0","        78","0","        99","0","         8","0","        51"," ","        21"," ","  -23.3","0,0129, ","","","   191"," ,0,1214, ","  35.6"," ,0,0628, ","   36.7","0,0828, ","-1.1","0,0927","-3.3","0,1015","-8.3","0,1102","-8.3","0,1102","-11.1","0,1104","-0.6","0,0520","-3.3","0,0421","-4.4","0,0410","-10.6","0,0330","-10.6","0,0330","    4466.1","1","    4466.1","0","    870.9"," ,0","     2778"," ,0","      6.14","0","     11.23","0","      1.05","0"
"USC00205690","1992","46.4121","-86.6625","207.3","MUNISING, MI US","     58.9","","      58.9","0","","","","","","","","","","","         7","0","       173","0","        76","0","        64","0","         0","0","        65"," ","        20"," ","  -22.2","0,0118, ","","","","","","","   30.6","0,0824, ","-0.6","0,1016","-2.2","0,1018","-7.2","0,1106","-7.2","0,1106","-8.9","0,1115","0.0","0,0525","-4.4","0,0505","-4.4","0,0505","-10.0","0,0412","-10.0","0,0412","    4696.6","6","    4696.6","0","","","","","      5.14","0","      9.47","0","      0.81","0"
"USC00205690","1993","46.4121","-86.6625","207.3","MUNISING, MI US","    133.8","","     133.8","0","","","","","","","","","","","        11","0","       176","0","        80","0","        72","0","         1","0","        64"," ","        17"," ","  -21.1","0,0219,+","","","","","","","   32.8","0,0825, ","0.0","0,0929","-2.2","0,1012","-5.0","0,1105","-11.1","0,1106","-11.1","0,1106","-0.6","0,0516","-2.2","0,0426","-4.4","0,0425","-7.8","0,0322","-17.2","0,0318","    4884.7","7","    4884.7","0","","","","","      4.93","0","      9.42","0","      0.44","0"
"USC00205690","1994","46.4121","-86.6625","207.3","MUNISING, MI US","     71.2","","      71.2","0","","","","","","","","","","","        24","0","       153","0","        78","0","        84","0","         1","0","        60"," ","        16"," ","  -32.8","0,0118, ","","","","","","","   32.2","0,0615, ","0.0","0,1026","-2.8","0,1115","-5.6","0,1121","-8.3","0,1123","-10.6","0,1129","-1.1","0,0526","-2.2","0,0506","-6.7","0,0408","-6.7","0,0408","-10.0","0,0407","    4881.7","7","    4881.7","0","","","","","      5.16","0","     10.00","0","      0.32","0"
"USC00205690","1995","46.4121","-86.6625","207.3","MUNISING, MI US","    217.4","","     217.4","0","","","","","","","","","","","        15","0","       163","0","        96","0","        87","0","         4","0","        61"," ","        20"," ","  -21.7","0,0213,+","","","","","","","   32.8","0,0618,+","0.0","0,1021","-3.3","0,1102","-5.0","0,1103","-8.3","0,1104","-10.0","0,1108","0.0","0,0426","-2.2","0,0423","-4.4","0,0414","-12.2","0,0405","-12.2","0,0405","    4340.2","2","    4340.2","0","","","","","      5.51","0","      9.98","0","      1.02","0"
"USC00205690","1996","46.4121","-86.6625","207.3","MUNISING, MI US","","","","","","","","","","","","","","","","","","","","","","","","","        28"," ","         5"," ","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","    5015.7","7","    5015.7"," ","","","","","","","","","",""
"USC00205690","1997","46.4121","-86.6625","207.3","MUNISING, MI US","","","","","","","","","","","","","","","","","","","","","","","","","         6"," ","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"USC00205690","1998","46.4121","-86.6625","207.3","MUNISING, MI US","","","","","       144","0","        83","0","         7","0","","","        34","0","","","","","","","","","","","        16"," ","","","","","","","   165"," ,0,0310, ","  41.1"," ,0,0914, ","","","","","","","","","","","","","","","","","","","","","","","","","","","    776.4"," ,0","     2575"," ,0","","","","","",""
"USC00205690","1999","46.4121","-86.6625","207.3","MUNISING, MI US","    170.5","","     170.5","0","       164","0","        97","0","         5","0","      130","","        43","0","        15","0","       156","0","        69","0","        85","0","         4","0","        13"," ","         1"," ","  -24.4","0,0112, ","   787"," ,0,0219, ","   152"," ,0,1217,+","  64.5"," ,0,0717, ","   32.8","0,0717,+","0.0","0,1004","-5.6","0,1030","-5.6","0,1030","-10.6","0,1217","-10.6","0,1217","0.0","0,0509","-2.8","0,0425","-6.1","0,0327","-7.8","0,0315","-10.0","0,0313","    4383.4","4","    4383.4","0","   1067.0"," ,0","     3363"," ,0","      6.27","0","     10.70","0","      1.84","0"
"USC00205690","2000","46.4121","-86.6625","207.3","MUNISING, MI US","     42.0","","      42.0","0","       190","0","       114","0","         4","0","      138","","        62","0","        13","0","       153","0","        89","0","        68","0","         0","0","        31"," ","         4"," ","  -22.2","0,1214, ","   889"," ,0,0217,+","   279"," ,0,0103, ","  35.6"," ,0,0103, ","   30.0","0,0901, ","0.0","0,0928","-2.2","0,1116","-6.7","0,1118","-6.7","0,1118","-10.0","0,1119","-1.7","0,0501","-2.8","0,0430","-5.6","0,0413","-8.3","0,0314","-10.6","0,0313","    4501.2","2","    4501.2","0","    951.2"," ,0","     4955"," ,0","      5.42","0","      9.80","0","      1.04","0"
"USC00205690","2001","46.4121","-86.6625","207.3","MUNISING, MI US","    119.4","","     119.4","0","       186","0","       114","0","         6","0","      135","","        55","0","         5","0","       154","0","        70","0","        70","0","         1","0","        25"," ","         3"," ","  -20.0","0,0222, ","  1016"," ,0,0327,+","   178"," ,0,1230,+","  38.1"," ,0,0920, ","   32.2","0,0807, ","-0.6","0,1007","-2.2","0,1028","-4.4","0,1129","-8.9","0,1209","-8.9","0,1209","-0.6","0,0429","-2.2","0,0418","-5.6","0,0329","-7.2","0,0328","-11.7","0,0326","    4793.0","0","    4793.0","0","   1045.6"," ,0","     3709"," ,0","      6.34","0","     10.55","0","      2.13","0"
"USC00205690","2002","46.4121","-86.6625","207.3","MUNISING, MI US","","","","","","","","","","","","","","","","","","","","","","","","","        17"," ","        10"," ","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"USC00205690","2003","46.4121","-86.6625","207.3","MUNISING, MI US","","","","","","","","","","","","","","","","","","","","","","","","","        24"," ","         1"," ","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"USC00205690","2004","46.4121","-86.6625","207.3","MUNISING, MI US","     32.3","","      32.3","0","       187","0","       118","0","        10","0","      145","","        64","0","         9","0","       160","0","        72","0","        60","0","         0","0","        40"," ","","","  -23.9","0,1225, ","  1041"," ,0,0314, ","   229"," ,0,0306, ","  50.8"," ,0,1017, ","   29.4","0,0609, ","-0.6","0,1005","-2.8","0,1109","-6.7","0,1126","-6.7","0,1126","-12.2","0,1215","0.0","0,0503","-3.3","0,0424","-4.4","0,0412","-8.9","0,0406","-8.9","0,0406","    4840.9","9","    4840.9","0","   1225.6"," ,0","     5189"," ,0","      4.83","0","      9.06","0","      0.61","0"
"USC00205690","2005","46.4121","-86.6625","207.3","MUNISING, MI US","    189.4","","     189.4","0","       167","0","        82","0","         7","0","      142","","        45","0","        10","0","       158","0","        89","0","        97","0","         1","0","        19"," ","         1"," ","  -22.8","0,0116,+","   737"," ,0,0321, ","   203"," ,0,1204,+","  49.8"," ,0,1005, ","   33.3","0,0718, ","-1.1","0,1021","-6.1","0,1117","-6.1","0,1117","-11.1","0,1118","-11.1","0,1118","-0.6","0,0513","-2.2","0,0414","-4.4","0,0328","-6.7","0,0327","-11.1","0,0317","    4711.9","9","    4711.9","0","    838.2"," ,0","     3582"," ,0","      6.43","0","     10.83","0","      2.03","0"
"USC00205690","2006","46.4121","-86.6625","207.3","MUNISING, MI US","    150.7","","     150.7","0","       172","0","        86","0","         5","0","      121","","        37","0","         3","0","       154","0","        67","0","        90","0","         4","0","        21"," ","","","  -22.2","0,0220,+","   737"," ,0,0228,+","   157"," ,0,0217, ","  80.3"," ,0,0820, ","   33.3","0,0716,+","-2.2","0,1012","-2.2","0,1012","-4.4","0,1103","-10.0","0,1203","-10.0","0,1203","-0.6","0,0523","-2.8","0,0506","-4.4","0,0405","-7.8","0,0308","-10.0","0,0305","    4231.6","6","    4231.6","0","    860.9"," ,0","     2586"," ,0","      6.92","0","     11.00","0","      2.84","0"
"USC00205690","2007","46.4121","-86.6625","207.3","MUNISING, MI US","    172.6","","     172.6","0","       193","0","       101","0","         1","0","      141","","        59","0","         9","0","       152","0","        92","0","        95","0","         3","0","        32"," ","         3"," ","  -23.3","0,0205, ","   787"," ,0,0304,+","   338"," ,0,0405, ","  25.4"," ,0,0904, ","   33.9","0,0802, ","0.0","0,1026","-2.2","0,1113","-4.4","0,1119","-7.8","0,1123","-11.1","0,1128","0.0","0,0521","-2.2","0,0416","-11.7","0,0411","-11.7","0,0411","-11.7","0,0411","    4533.5","5","    4533.5","0","    919.9"," ,0","     5210"," ,0","      6.20","0","     10.62","0","      1.79","0"
"USC00205690","2008","46.4121","-86.6625","207.3","MUNISING, MI US","     52.6","","      52.6","0","       188","0","       119","0","         3","0","      165","","        68","0","        23","0","       171","0","        98","0","        66","0","         0","0","        33"," ","         1"," ","  -23.3","0,1217, ","   889"," ,0,0402, ","   254"," ,0,1207, ","  41.7"," ,0,0629, ","   30.6","0,0903, ","-2.2","0,1022","-2.2","0,1022","-4.4","0,1117","-6.7","0,1119","-8.9","0,1122","0.0","0,0528","-2.2","0,0429","-8.3","0,0403","-8.3","0,0403","-9.4","0,0329","    4855.7","7","    4855.7","0","    992.0"," ,0","     5573"," ,0","      4.61","0","      8.93","0","      0.29","0"
"USC00205690","2009","46.4121","-86.6625","207.3","MUNISING, MI US","     49.3","","      49.3","0","       165","0","       107","0","         4","0","","","        48","0","        18","0","       168","0","        90","0","        48","0","         0","0","         2"," ","","","  -22.8","0,0127, ","","","   224"," ,0,0223, ","  43.7"," ,0,1007, ","   28.9","0,0816, ","-1.1","0,1009","-3.3","0,1011","-6.7","0,1204","-6.7","0,1204","-10.0","0,1206","-2.2","0,0512","-2.2","0,0512","-6.7","0,0413","-6.7","0,0413","-12.8","0,0321","    5079.8","8","    5079.8","0","    913.8"," ,0","     4379"," ,0","      4.44","0","      8.47","0","      0.40","0"
"USC00205690","2010","46.4121","-86.6625","207.3","MUNISING, MI US","    156.5","","     156.5","0","       173","0","       102","0","        10","0","      130","","        34","0","         0","0","       149","0","        84","0","        74","0","         1","0","","","","","  -16.1","0,0129,+","   787"," ,0,0224, ","   229"," ,0,0224, ","  57.2"," ,0,0819, ","   32.2","0,0525, ","-0.6","0,1102","-2.8","0,1106","-5.0","0,1121","-12.2","0,1126","-12.2","0,1126","-0.6","0,0511","-2.2","0,0423","-7.8","0,0327","-7.8","0,0327","-11.1","0,0306","    4422.7","7","    4422.7","0","   1110.5"," ,0","     3019"," ,0","      6.81","0","     10.72","0","      2.89","0"
"USC00205690","2011","46.4121","-86.6625","207.3","MUNISING, MI US","    135.1","","     135.1","7","       170","7","        89","7","         8","7","","","","","         6","7","       164","7","        83","7","        76","7","         2","7","","","","","  -20.6","7,0211, ","","","","","  55.9"," ,7,0930, ","   33.3","7,0609, ","-0.6","7,1028","-2.2","7,1104","-5.0","7,1117","-6.7","7,1203","-9.4","7,1207","-0.6","7,0527","-2.2","7,0503","-5.0","7,0420","-6.7","7,0329","-9.4","7,0328","    4719.7","7","    4719.7","7","    948.8"," ,7","","","      5.58","7","      9.68","7","      1.47","7"
