"STATION","DATE","LATITUDE","LONGITUDE","ELEVATION","NAME","DP01","DP01_ATTRIBUTES","DP10","DP10_ATTRIBUTES","DP1X","DP1X_ATTRIBUTES","DSND","DSND_ATTRIBUTES","DSNW","DSNW_ATTRIBUTES","EMSD","EMSD_ATTRIBUTES","EMSN","EMSN_ATTRIBUTES","EMXP","EMXP_ATTRIBUTES","PRCP","PRCP_ATTRIBUTES","SNOW","SNOW_ATTRIBUTES"
"US1NHRC0079","2021","43.097787","-71.102565","142.6","NOTTINGHAM 1.2 S, NH US","       136","N","        85","N","         9","N","","","        12","N","","","   127"," ,N,0202, ","  83.6"," ,N,0710, ","   1236.1"," ,N","      879"," ,N"
"US1NHRC0079","2022","43.097787","-71.102565","142.6","NOTTINGHAM 1.2 S, NH US","       130","N","        81","N","         8","N","       64","","        12","N","   241"," ,N,0130, ","   178"," ,N,0130, ","  46.5"," ,N,1014, ","   1081.3"," ,N","     1176"," ,N"
