"STATION","DATE","LATITUDE","LONGITUDE","ELEVATION","NAME","DP01","DP01_ATTRIBUTES","DP10","DP10_ATTRIBUTES","DP1X","DP1X_ATTRIBUTES","DSND","DSND_ATTRIBUTES","DSNW","DSNW_ATTRIBUTES","EMSD","EMSD_ATTRIBUTES","EMSN","EMSN_ATTRIBUTES","EMXP","EMXP_ATTRIBUTES","PRCP","PRCP_ATTRIBUTES","SNOW","SNOW_ATTRIBUTES"
"US1NMLA0025","2022","35.818964","-106.19487","1930.3","WHITE ROCK 1.4 NE, NM US","        80","N","        38","N","         2","N","       22","","         8","N","   152"," ,N,0204,+","   102"," ,N,0126, ","  30.7"," ,N,0626, ","    326.0"," ,N","      636"," ,N"
"US1NMLA0025","2023","35.818964","-106.19487","1930.3","WHITE ROCK 1.4 NE, NM US","        81","N","        33","N","         0","N","       17","","         7","N","    89"," ,N,1215,+","    89"," ,N,0215, ","  20.3"," ,N,1214, ","    253.2"," ,N","      599"," ,N"
