"STATION","DATE","LATITUDE","LONGITUDE","ELEVATION","NAME","PRCP","PRCP_ATTRIBUTES"
"US1NESB0007","2022","41.739067","-103.633795","1306.7","GERING 6.4 SSE, NE US","    321.4"," ,N"
"US1NESB0007","2023","41.739067","-103.633795","1306.7","GERING 6.4 SSE, NE US","    573.8"," ,N"
