"STATION","DATE","LATITUDE","LONGITUDE","ELEVATION","NAME","CDSD","CDSD_ATTRIBUTES","CLDD","CLDD_ATTRIBUTES","DP01","DP01_ATTRIBUTES","DP10","DP10_ATTRIBUTES","DP1X","DP1X_ATTRIBUTES","DSND","DSND_ATTRIBUTES","DSNW","DSNW_ATTRIBUTES","DT00","DT00_ATTRIBUTES","DT32","DT32_ATTRIBUTES","DX32","DX32_ATTRIBUTES","DX70","DX70_ATTRIBUTES","DX90","DX90_ATTRIBUTES","EMNT","EMNT_ATTRIBUTES","EMSD","EMSD_ATTRIBUTES","EMSN","EMSN_ATTRIBUTES","EMXP","EMXP_ATTRIBUTES","EMXT","EMXT_ATTRIBUTES","FZF0","FZF0_ATTRIBUTES","FZF1","FZF1_ATTRIBUTES","FZF2","FZF2_ATTRIBUTES","FZF3","FZF3_ATTRIBUTES","FZF4","FZF4_ATTRIBUTES","FZF5","FZF5_ATTRIBUTES","FZF6","FZF6_ATTRIBUTES","FZF7","FZF7_ATTRIBUTES","FZF8","FZF8_ATTRIBUTES","FZF9","FZF9_ATTRIBUTES","HDSD","HDSD_ATTRIBUTES","HTDD","HTDD_ATTRIBUTES","PRCP","PRCP_ATTRIBUTES","SNOW","SNOW_ATTRIBUTES","TAVG","TAVG_ATTRIBUTES","TMAX","TMAX_ATTRIBUTES","TMIN","TMIN_ATTRIBUTES"
"USC00256055","2013","41.1327","-100.7002","847.0","NORTH PLATTE 3 ENE, NE US","","","","","        69","7","        37","7","         4","7","       30","","         9","7","","","","","","","","","","","","","   127"," ,7,0222, ","   135"," ,7,0416, ","  59.2"," ,7,0915, ","","","","","","","","","","","","","","","","","","","","","","","","","","","    463.6"," ,7","      728"," ,7","","","","","",""
"USC00256055","2014","41.1327","-100.7002","847.0","NORTH PLATTE 3 ENE, NE US","","","","","        77","7","        42","7","         6","7","       29","","        13","7","","","","","","","","","","","","","   127"," ,7,1227,+","   119"," ,7,1227, ","  57.7"," ,7,0619, ","","","","","","","","","","","","","","","","","","","","","","","","","","","    574.3"," ,7","      817"," ,7","","","","","",""
"USC00256055","2015","41.1327","-100.7002","847.0","NORTH PLATTE 3 ENE, NE US","","","","","","","","","","","       23","","","","","","","","","","","","","","","","   152"," ,7,0205, ","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"USC00256055","2017","41.1327","-100.7002","847.0","NORTH PLATTE 3 ENE, NE US","","","","","","","","","","","       20","","","","","","","","","","","","","","","","   127"," ,7,1226,+","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"USC00256055","2019","41.1327","-100.7002","847.0","NORTH PLATTE 3 ENE, NE US","","","","","","","","","","","       48","","","","","","","","","","","","","","","","   203"," ,7,0303, ","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"USC00256055","2020","41.1327","-100.7002","847.0","NORTH PLATTE 3 ENE, NE US","","","","","","","","","","","       17","","","","","","","","","","","","","","","","   127"," ,7,1229, ","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"USC00256055","2021","41.1327","-100.7002","847.0","NORTH PLATTE 3 ENE, NE US","","","","","","","","","","","       26","","","","","","","","","","","","","","","","   305"," ,7,0207, ","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"USC00256055","2022","41.1327","-100.7002","847.0","NORTH PLATTE 3 ENE, NE US","    580.8","","     580.8","7","        63","7","        27","7","         1","7","       25","","        10","7","        19","7","       183","7","        32","7","       162","7","        62","7","  -27.8","7,1222, ","   152"," ,7,0309,+","   145"," ,7,0305, ","  28.7"," ,7,0702, ","   40.0","7,0613, ","-1.7","7,1008","-2.2","7,1014","-5.6","7,1017","-8.3","7,1105","-13.9","7,1111","-2.8","H,0522","-2.8","H,0522","-5.6","7,0425","-6.7","7,0416","-9.4","7,0413","","","","","    348.8"," ,7","      654"," ,7","      9.62","7","     18.17","7","      1.07","7"
"USC00256055","2023","41.1327","-100.7002","847.0","NORTH PLATTE 3 ENE, NE US","    436.4","","     436.4","H","        87","H","        39","H","         3","H","       53","","         6","H","         8","H","       179","H","        29","H","       171","H","        29","H","  -23.3","H,0131, ","   381"," ,H,0118, ","   353"," ,H,0118, ","  43.9"," ,H,0803, ","   38.3","H,0902,+","-1.1","7,1006","-4.4","7,1007","-4.4","7,1007","-8.3","7,1027","-12.2","7,1030","0.0","7,0503","-2.2","7,0502","-5.0","7,0501","-8.3","7,0423","-9.4","7,0406","    3780.5","5","    3780.5","H","    529.5"," ,H","      886"," ,H","      9.76","H","     17.29","H","      2.23","H"
