"STATION","DATE","LATITUDE","LONGITUDE","ELEVATION","NAME","DP01","DP01_ATTRIBUTES","DP10","DP10_ATTRIBUTES","DP1X","DP1X_ATTRIBUTES","DSNW","DSNW_ATTRIBUTES","EMSN","EMSN_ATTRIBUTES","EMXP","EMXP_ATTRIBUTES","PRCP","PRCP_ATTRIBUTES","SNOW","SNOW_ATTRIBUTES"
"US1COLR0458","2019","40.3656","-105.1357","1558.1","LOV 3.0 SW, CO US","","","","","","","","","","","","","    412.1"," ,N","",""
"US1COLR0458","2020","40.3656","-105.1357","1558.1","LOV 3.0 SW, CO US","        69","N","        33","N","         0","N","        18","N","   272"," ,N,0416, ","  22.1"," ,N,0319, ","    243.2"," ,N","     1424"," ,N"
"US1COLR0458","2021","40.3656","-105.1357","1558.1","LOV 3.0 SW, CO US","        68","N","        26","N","         1","N","        10","N","    89"," ,N,0218,+","  26.7"," ,N,0530, ","    351.5"," ,N","      707"," ,N"
"US1COLR0458","2023","40.3656","-105.1357","1558.1","LOV 3.0 SW, CO US","        84","N","        45","N","         3","N","","","","","  46.7"," ,N,0604, ","    518.8"," ,N","",""
