"STATION","DATE","LATITUDE","LONGITUDE","ELEVATION","NAME","CDSD","CDSD_ATTRIBUTES","CLDD","CLDD_ATTRIBUTES","DT00","DT00_ATTRIBUTES","DT32","DT32_ATTRIBUTES","DX32","DX32_ATTRIBUTES","DX70","DX70_ATTRIBUTES","DX90","DX90_ATTRIBUTES","EMNT","EMNT_ATTRIBUTES","EMXT","EMXT_ATTRIBUTES","FZF0","FZF0_ATTRIBUTES","FZF1","FZF1_ATTRIBUTES","FZF2","FZF2_ATTRIBUTES","FZF3","FZF3_ATTRIBUTES","FZF4","FZF4_ATTRIBUTES","FZF5","FZF5_ATTRIBUTES","FZF6","FZF6_ATTRIBUTES","FZF7","FZF7_ATTRIBUTES","FZF8","FZF8_ATTRIBUTES","FZF9","FZF9_ATTRIBUTES","HDSD","HDSD_ATTRIBUTES","HTDD","HTDD_ATTRIBUTES","TAVG","TAVG_ATTRIBUTES","TMAX","TMAX_ATTRIBUTES","TMIN","TMIN_ATTRIBUTES"
"USC00429491","2022","40.61306","-109.92861","2243.6","WHITEROCKS 9 N, UT US","    139.4","","     139.4","H","        23","H","       200","H","        42","H","       111","H","         6","H","  -23.9","H,0224, ","   32.8","H,0908, ","-1.1","H,1017","-7.2","H,1024","-7.2","H,1024","-7.2","H,1024","-11.7","H,1104","-9.4","H,0622","-9.4","H,0622","-9.4","H,0622","-9.4","H,0622","-9.4","H,0622","","","","","      5.83","H","     13.40","H","     -1.74","H"
"USC00429491","2023","40.61306","-109.92861","2243.6","WHITEROCKS 9 N, UT US","    116.7","","     116.7","H","         9","H","       184","H","        38","H","        97","H","        10","H","  -23.3","H,0201,+","   33.3","H,0730,+","-0.6","H,0923","-2.8","H,1014","-8.3","H,1027","-8.3","H,1027","-8.9","H,1028","0.0","H,0510","-2.8","H,0507","-4.4","H,0429","-8.9","H,0422","-8.9","H,0422","    4896.4","4","    4896.4","H","      5.99","H","     13.36","H","     -1.39","H"
