"STATION","DATE","LATITUDE","LONGITUDE","ELEVATION","NAME","DP01","DP01_ATTRIBUTES","DP10","DP10_ATTRIBUTES","DP1X","DP1X_ATTRIBUTES","DSND","DSND_ATTRIBUTES","DSNW","DSNW_ATTRIBUTES","EMSD","EMSD_ATTRIBUTES","EMSN","EMSN_ATTRIBUTES","EMXP","EMXP_ATTRIBUTES","PRCP","PRCP_ATTRIBUTES","SNOW","SNOW_ATTRIBUTES"
"USC00125049","2019","39.6323","-84.9302","301.8","LIBERTY, IN US","       129","7","        89","7","        12","7","       30","","         9","7","   229"," ,7,0114,+","   178"," ,7,0113, ","  63.5"," ,7,0208, ","   1236.6"," ,7","      750"," ,7"
"USC00125049","2020","39.6323","-84.9302","301.8","LIBERTY, IN US","       132","7","        92","7","         6","7","       10","","         4","7","    51"," ,7,1217,+","    51"," ,7,1216, ","  82.8"," ,7,0320, ","   1104.2"," ,7","      196"," ,7"
