"STATION","DATE","LATITUDE","LONGITUDE","ELEVATION","NAME","PRCP","PRCP_ATTRIBUTES"
"US1DCDC0026","2021","38.932715","-76.983545","43.9","WASHINGTON 2.6 NE, DC US","   1069.1"," ,N"
"US1DCDC0026","2023","38.932715","-76.983545","43.9","WASHINGTON 2.6 NE, DC US","   1089.4"," ,N"
