"STATION","DATE","LATITUDE","LONGITUDE","ELEVATION","NAME","DP01","DP01_ATTRIBUTES","DP10","DP10_ATTRIBUTES","DP1X","DP1X_ATTRIBUTES","EMXP","EMXP_ATTRIBUTES","PRCP","PRCP_ATTRIBUTES"
"US1INAL0103","2022","41.050731","-85.143541","249.0","FORT WAYNE 1.6 S, IN US","       106","N","        69","N","         9","N","  74.2"," ,N,0706, ","    971.2"," ,N"
"US1INAL0103","2023","41.050731","-85.143541","249.0","FORT WAYNE 1.6 S, IN US","       116","N","        62","N","        10","N","  47.8"," ,N,0222, ","    889.3"," ,N"
