"STATION","DATE","LATITUDE","LONGITUDE","ELEVATION","NAME","CDSD","CDSD_ATTRIBUTES","CLDD","CLDD_ATTRIBUTES","DP01","DP01_ATTRIBUTES","DP10","DP10_ATTRIBUTES","DP1X","DP1X_ATTRIBUTES","DSND","DSND_ATTRIBUTES","DSNW","DSNW_ATTRIBUTES","DT00","DT00_ATTRIBUTES","DT32","DT32_ATTRIBUTES","DX32","DX32_ATTRIBUTES","DX70","DX70_ATTRIBUTES","DX90","DX90_ATTRIBUTES","DYFG","DYFG_ATTRIBUTES","DYTS","DYTS_ATTRIBUTES","EMNT","EMNT_ATTRIBUTES","EMSD","EMSD_ATTRIBUTES","EMSN","EMSN_ATTRIBUTES","EMXP","EMXP_ATTRIBUTES","EMXT","EMXT_ATTRIBUTES","FZF0","FZF0_ATTRIBUTES","FZF1","FZF1_ATTRIBUTES","FZF2","FZF2_ATTRIBUTES","FZF3","FZF3_ATTRIBUTES","FZF4","FZF4_ATTRIBUTES","FZF5","FZF5_ATTRIBUTES","FZF6","FZF6_ATTRIBUTES","FZF7","FZF7_ATTRIBUTES","FZF8","FZF8_ATTRIBUTES","FZF9","FZF9_ATTRIBUTES","HDSD","HDSD_ATTRIBUTES","HTDD","HTDD_ATTRIBUTES","PRCP","PRCP_ATTRIBUTES","SNOW","SNOW_ATTRIBUTES","TAVG","TAVG_ATTRIBUTES","TMAX","TMAX_ATTRIBUTES","TMIN","TMIN_ATTRIBUTES"
"USC00143093","2019","39.36628","-101.70033","1114.3","GOODLAND WEATHER FORECAST OFFICE, KS US","","","","","","","","","","","","","","","","","","","","","","","","","         5"," ","         9"," ","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"USC00143093","2020","39.36628","-101.70033","1114.3","GOODLAND WEATHER FORECAST OFFICE, KS US","    594.6","","     594.6","7","        58","7","        31","7","         3","7","       24","","         9","7","         2","7","       151","7","        19","7","       184","7","        62","7","         8"," ","        15"," ","  -17.8","7,1027,+","   152"," ,7,1215,+","   104"," ,7,1214, ","  43.2"," ,7,0713, ","   39.4","7,0629, ","-0.6","7,0909","-2.2","7,1022","-6.1","7,1023","-7.2","7,1024","-10.0","7,1025","0.0","7,0509","-7.2","7,0417","-7.2","7,0417","-7.2","7,0417","-8.9","7,0413","    3161.4","4","    3161.4","7","    381.1"," ,7","      724"," ,7","     11.45","7","     19.52","7","      3.39","7"
"USC00143093","2021","39.36628","-101.70033","1114.3","GOODLAND WEATHER FORECAST OFFICE, KS US","    619.9","","     619.9","7","        56","7","        27","7","         3","7","       17","","         6","7","         8","7","       152","7","        19","7","       179","7","        61","7","         9"," ","         7"," ","  -29.4","7,0215, ","   152"," ,7,0127, ","   109"," ,7,0416, ","  36.1"," ,7,0313, ","   39.4","7,0910,+","0.0","7,1014","-3.3","7,1031","-7.8","7,1117","-7.8","7,1117","-8.9","7,1118","0.0","7,0424","-7.2","7,0421","-7.2","7,0421","-7.2","7,0421","-9.4","7,0301","    3267.5","5","    3267.5","7","    329.1"," ,7","      392"," ,7","     11.54","7","     19.39","7","      3.68","7"
"USC00143093","2022","39.36628","-101.70033","1114.3","GOODLAND WEATHER FORECAST OFFICE, KS US","    714.6","","     714.6","7","        58","7","        28","7","         1","7","       36","","        12","7","        14","7","       171","7","        26","7","       178","7","        76","7","         3"," ","         2"," ","  -27.2","7,1222, ","   152"," ,7,0309, ","   152"," ,7,0309, ","  27.7"," ,7,0502, ","   42.2","7,0723, ","-2.8","7,1017","-2.8","7,1017","-4.4","7,1104","-7.8","7,1110","-9.4","7,1111","0.0","7,0502","-5.0","7,0425","-5.0","7,0425","-7.2","7,0416","-8.9","7,0413","    3030.5","5","    3030.5","7","    275.9"," ,7","      875"," ,7","     10.99","7","     19.63","7","      2.36","7"
"USC00143093","2023","39.36628","-101.70033","1114.3","GOODLAND WEATHER FORECAST OFFICE, KS US","    524.7","","     524.7","7","        77","7","        48","7","         4","7","       47","","        14","7","         5","7","       165","7","        35","7","       177","7","        42","7","         4"," ","         6"," ","  -21.7","7,0131, ","   229"," ,7,0121, ","   198"," ,7,0215, ","  40.6"," ,7,0510, ","   38.3","7,0726, ","-0.6","7,1013","-2.8","7,1015","-7.2","7,1027","-7.2","7,1027","-9.4","7,1029","-0.6","7,0429","-7.2","7,0423","-7.2","7,0423","-7.2","7,0423","-9.4","7,0328","    3400.3","3","    3400.3","7","    554.5"," ,7","     1099"," ,7","     10.88","7","     18.38","7","      3.38","7"
"USC00143093","2024","39.36628","-101.70033","1114.3","GOODLAND WEATHER FORECAST OFFICE, KS US","","","","","","","","","","","","","","","","","","","","","","","","","         2"," ","         1"," ","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
