"STATION","DATE","LATITUDE","LONGITUDE","ELEVATION","NAME","AWND","AWND_ATTRIBUTES","CDSD","CDSD_ATTRIBUTES","CLDD","CLDD_ATTRIBUTES","DP01","DP01_ATTRIBUTES","DP10","DP10_ATTRIBUTES","DP1X","DP1X_ATTRIBUTES","DSND","DSND_ATTRIBUTES","DT00","DT00_ATTRIBUTES","DT32","DT32_ATTRIBUTES","DX32","DX32_ATTRIBUTES","DX70","DX70_ATTRIBUTES","DX90","DX90_ATTRIBUTES","EMNT","EMNT_ATTRIBUTES","EMSD","EMSD_ATTRIBUTES","EMXP","EMXP_ATTRIBUTES","EMXT","EMXT_ATTRIBUTES","FZF0","FZF0_ATTRIBUTES","FZF1","FZF1_ATTRIBUTES","FZF2","FZF2_ATTRIBUTES","FZF3","FZF3_ATTRIBUTES","FZF4","FZF4_ATTRIBUTES","FZF5","FZF5_ATTRIBUTES","FZF6","FZF6_ATTRIBUTES","FZF7","FZF7_ATTRIBUTES","FZF8","FZF8_ATTRIBUTES","FZF9","FZF9_ATTRIBUTES","HDSD","HDSD_ATTRIBUTES","HTDD","HTDD_ATTRIBUTES","PRCP","PRCP_ATTRIBUTES","TAVG","TAVG_ATTRIBUTES","TMAX","TMAX_ATTRIBUTES","TMIN","TMIN_ATTRIBUTES"
"USS0013F13S","2002","43.73","-113.83","2901.7","SMILEY MOUNTAIN, ID US","","","     11.6","","      11.6","T","        93","T","        93","T","         3","T","      226","","        19","T","       228","T","        74","T","        24","T","         0","T","  -24.0","T,0130, ","  1727"," ,T,0126, ","  43.2"," ,T,0414, ","   28.3","T,0713, ","0.0","T,0908","-2.4","T,0927","-7.1","T,0930","-7.1","T,0930","-8.9","T,1025","-2.9","T,0619","-2.9","T,0619","-5.2","T,0610","-7.1","T,0609","-9.0","T,0509","","","","","    681.9"," ,T","      2.40","T","      8.10","T","     -3.30","T"
"USS0013F13S","2003","43.73","-113.83","2901.7","SMILEY MOUNTAIN, ID US","","","     20.3","","      20.3","T","       114","T","       114","T","         2","T","      215","","        11","T","       217","T","        66","T","        33","T","         0","T","  -21.8","T,0224, ","  1676"," ,T,0512,+","  35.6"," ,T,1206, ","   28.4","T,0722, ","-1.8","T,0908","-3.1","T,0912","-4.9","T,0913","-6.8","T,1010","-9.5","T,1029","-0.7","T,0625","-4.3","T,0520","-11.8","T,0519","-11.8","T,0519","-11.8","T,0519","    5498.9","9","    5498.9","T","    625.6"," ,T","      3.24","T","      8.77","T","     -2.30","T"
"USS0013F13S","2004","43.73","-113.83","2901.7","SMILEY MOUNTAIN, ID US","","","      0.0","","       0.0","T","       119","T","       119","T","         3","T","      237","","        10","T","       226","T","        65","T","        15","T","         0","T","  -26.0","T,0105, ","  1676"," ,T,0228, ","  30.5"," ,T,0217,+","   23.8","T,0714, ","-0.3","T,0823","-2.3","T,0913","-6.8","T,0921","-6.8","T,0921","-9.1","T,1022","-0.9","T,0616","-3.4","T,0531","-7.0","T,0530","-7.0","T,0530","-9.8","T,0429","    5504.0","0","    5504.0","T","    765.6"," ,T","      2.76","T","      8.12","T","     -2.61","T"
"USS0013F13S","2005","43.73","-113.83","2901.7","SMILEY MOUNTAIN, ID US","","","      2.0","","       2.0","T","       120","T","       120","T","         6","T","      243","","         8","T","       238","T","        54","T","        25","T","         0","T","  -23.1","T,1207, ","  1753"," ,T,0511, ","  43.2"," ,T,0518, ","   24.7","T,0721, ","-3.3","T,0910","-3.3","T,0910","-5.0","T,1003","-7.2","T,1004","-9.1","T,1103","-0.7","T,0618","-4.2","T,0613","-5.7","T,0609","-7.1","T,0608","-9.7","T,0429","    5751.9","9","    5751.9","T","    953.2"," ,T","      2.86","T","      8.41","T","     -2.68","T"
"USS0013F13S","2006","43.73","-113.83","2901.7","SMILEY MOUNTAIN, ID US","       0.9","T","     10.5","","      10.5","T","       118","T","       118","T","         5","T","      251","","        16","T","       226","T","        75","T","        31","T","         0","T","  -23.8","T,1129, ","  2794"," ,T,0416, ","  38.1"," ,T,0405, ","   27.7","T,0722, ","-1.2","T,0830","-2.2","T,0831","-6.2","T,0916","-6.8","T,0917","-9.2","T,1018","-0.8","T,0616","-5.0","T,0530","-5.0","T,0530","-7.1","T,0510","-9.6","T,0509","    5647.1","1","    5647.1","T","    890.3"," ,T","      2.77","T","      8.33","T","     -2.80","T"
"USS0013F13S","2007","43.73","-113.83","2901.7","SMILEY MOUNTAIN, ID US","","","     11.5","","      11.5","T","       118","T","       118","T","         3","T","      242","","        15","T","       216","T","        70","T","        39","T","         0","T","  -29.0","T,0112, ","  1651"," ,T,0418, ","  48.3"," ,T,1019, ","   27.3","T,0706, ","-0.9","T,0917","-2.6","T,0923","-5.1","T,0925","-6.8","T,1002","-8.9","T,1017","-0.9","T,0618","-3.3","T,0607","-6.2","T,0523","-7.3","T,0521","-10.1","T,0505","    5505.1","1","    5505.1","T","    698.8"," ,T","      3.21","T","      8.70","T","     -2.27","T"
"USS0013F13S","2008","43.73","-113.83","2901.7","SMILEY MOUNTAIN, ID US","","","      1.0","","       1.0","T","       118","T","       118","T","         3","T","      252","","        18","T","       238","T","        87","T","        29","T","         0","T","  -22.4","T,0116, ","  1880"," ,T,0328, ","  30.5"," ,T,0127,+","   24.8","T,0720, ","-2.7","T,0901","-2.7","T,0901","-7.5","T,1009","-7.5","T,1009","-10.7","T,1010","-0.6","T,0613","-6.6","T,0611","-6.6","T,0611","-8.4","T,0512","-9.2","T,0510","    6000.1","1","    6000.1","T","    668.3"," ,T","      2.09","T","      7.79","T","     -3.60","T"
"USS0013F13S","2009","43.73","-113.83","2901.7","SMILEY MOUNTAIN, ID US","","","      1.9","","       1.9","T","       137","T","       137","T","         5","T","      262","","        16","T","       227","T","        75","T","        21","T","         0","T","  -25.5","T,1209, ","  1981"," ,T,0404,+","  61.0"," ,T,1004, ","   24.9","T,0821,+","-1.1","T,0815","-3.4","T,0921","-8.9","T,0930","-8.9","T,0930","-8.9","T,0930","-3.2","T,0622","-3.2","T,0622","-13.0","T,0513","-13.0","T,0513","-13.0","T,0513","    5609.1","1","    5609.1","T","    955.4"," ,T","      2.21","T","      7.74","T","     -3.31","T"
"USS0013F13S","2010","43.73","-113.83","2901.7","SMILEY MOUNTAIN, ID US","      31.1","T","      0.0","","       0.0","T","       135","T","       135","T","         6","T","      244","","         9","T","       227","T","        79","T","        14","T","         0","T","  -29.7","T,1124, ","  1854"," ,T,0405,+","  61.0"," ,T,0330, ","   23.2","T,0716, ","-1.1","T,0823","-2.4","T,0905","-5.2","T,0906","-7.0","T,1024","-8.9","T,1025","-0.1","T,0703","-3.2","T,0618","-6.7","T,0617","-6.7","T,0617","-8.9","T,0523","    6059.1","1","    6059.1","T","    846.0"," ,T","      2.04","T","      7.30","T","     -3.23","T"
"USS0013F13S","2011","43.73","-113.83","2901.7","SMILEY MOUNTAIN, ID US","","","      0.7","","       0.7","T","       121","T","       121","T","         7","T","      268","","        15","T","       244","T","        81","T","        13","T","         0","T","  -26.3","T,0201, ","  2438"," ,T,0321, ","  35.6"," ,T,1004, ","   24.1","T,0826, ","-0.3","T,0917","-3.2","T,1006","-4.8","T,1009","-10.8","T,1025","-10.8","T,1025","0.0","T,0620","-3.0","T,0617","-7.9","T,0603","-7.9","T,0603","-10.0","T,0501","    6110.4","4","    6110.4","T","    836.3"," ,T","      1.76","T","      7.22","T","     -3.70","T"
