"STATION","DATE","LATITUDE","LONGITUDE","ELEVATION","NAME","AWND","AWND_ATTRIBUTES","CDSD","CDSD_ATTRIBUTES","CLDD","CLDD_ATTRIBUTES","DT00","DT00_ATTRIBUTES","DT32","DT32_ATTRIBUTES","DX32","DX32_ATTRIBUTES","DX70","DX70_ATTRIBUTES","DX90","DX90_ATTRIBUTES","DYFG","DYFG_ATTRIBUTES","DYHF","DYHF_ATTRIBUTES","DYTS","DYTS_ATTRIBUTES","EMNT","EMNT_ATTRIBUTES","EMXT","EMXT_ATTRIBUTES","FZF0","FZF0_ATTRIBUTES","FZF1","FZF1_ATTRIBUTES","FZF2","FZF2_ATTRIBUTES","FZF3","FZF3_ATTRIBUTES","FZF4","FZF4_ATTRIBUTES","FZF5","FZF5_ATTRIBUTES","FZF6","FZF6_ATTRIBUTES","FZF7","FZF7_ATTRIBUTES","FZF8","FZF8_ATTRIBUTES","FZF9","FZF9_ATTRIBUTES","HDSD","HDSD_ATTRIBUTES","HTDD","HTDD_ATTRIBUTES","TAVG","TAVG_ATTRIBUTES","TMAX","TMAX_ATTRIBUTES","TMIN","TMIN_ATTRIBUTES","WDF2","WDF2_ATTRIBUTES","WSF2","WSF2_ATTRIBUTES"
"USW00003040","2017","39.21667","-104.63333","2151.9","MONUMENT PASS, CO US","","","","","","","","","","","","","","","","","         1"," ","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"USW00003040","2018","39.21667","-104.63333","2151.9","MONUMENT PASS, CO US","","","","","","","","","","","","","","","","","        74"," ","        26"," ","        58"," ","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"USW00003040","2019","39.21667","-104.63333","2151.9","MONUMENT PASS, CO US","","","","","","","","","","","","","","","","","        70"," ","        35"," ","        60"," ","","","","","","","","","","","","","","","","","","","","","","","","","    4365.8","8","    4365.8"," ","","","","","","","","","",""
"USW00003040","2020","39.21667","-104.63333","2151.9","MONUMENT PASS, CO US","       4.2","W","    150.9","","     150.9","W","         3","W","       197","W","        38","W","       140","W","         2","W","        39"," ","        26"," ","        41"," ","  -22.7","W,0204, ","   32.2","W,0824,+","-2.7","W,0908","-2.7","W,0908","-4.9","W,1016","-7.1","W,1022","-16.0","W,1025","0.0","W,0609","-13.8","W,0417","-13.8","W,0417","-13.8","W,0417","-13.8","W,0417","","","","","      7.66","W","     14.97","W","      0.35","W","       250","W","      17.4","W"
"USW00003040","2021","39.21667","-104.63333","2151.9","MONUMENT PASS, CO US","       4.0","W","    139.9","","     139.9","W","         3","W","       190","W","        36","W","       129","W","         4","W","        54"," ","        15"," ","        22"," ","  -27.1","W,0215,+","   32.2","W,0708,+","-1.0","W,1010","-2.7","W,1013","-4.9","W,1015","-7.1","W,1111","-9.9","W,1124","0.0","W,0524","-7.1","W,0422","-7.1","W,0422","-7.1","W,0422","-13.8","W,0420","    4098.9","9","    4098.9","W","      8.00","W","     14.99","W","      1.01","W","       260","W","      17.0","W"
"USW00003040","2022","39.21667","-104.63333","2151.9","MONUMENT PASS, CO US","","","","","","","","","","","","","","","","","        29"," ","        14"," ","        22"," ","","","","","","","","","","","","","","","","","","","","","","","","","    3798.0","0","    3798.0","W","","","","","","","","","",""
"USW00003040","2023","39.21667","-104.63333","2151.9","MONUMENT PASS, CO US","       3.9","W","    100.8","","     100.8","W","         6","W","       180","W","        38","W","       110","W","         2","W","        57"," ","        25"," ","        36"," ","  -23.8","W,0130, ","   32.2","W,0725,+","0.0","W,1006","-3.8","W,1013","-4.9","W,1014","-7.7","W,1028","-14.9","W,1029","0.0","W,0506","-4.9","W,0423","-4.9","W,0423","-7.1","W,0422","-12.1","W,0406","","","","","      7.14","W","     13.57","W","      0.70","W","       290","W","      16.1","W"
"USW00003040","2024","39.21667","-104.63333","2151.9","MONUMENT PASS, CO US","","","","","","","","","","","","","","","","","        11"," ","        12"," ","         5"," ","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
