"STATION","DATE","LATITUDE","LONGITUDE","ELEVATION","NAME","PRCP","PRCP_ATTRIBUTES"
"US1COGN0059","2017","38.5985","-106.5313","2785.6","PITKIN 1.1 SW, CO US","    613.0"," ,N"
"US1COGN0059","2023","38.5985","-106.5313","2785.6","PITKIN 1.1 SW, CO US","    496.2"," ,N"
