"STATION","DATE","LATITUDE","LONGITUDE","ELEVATION","NAME","CDSD","CDSD_ATTRIBUTES","CLDD","CLDD_ATTRIBUTES","DP01","DP01_ATTRIBUTES","DP10","DP10_ATTRIBUTES","DP1X","DP1X_ATTRIBUTES","DSND","DSND_ATTRIBUTES","DT00","DT00_ATTRIBUTES","DT32","DT32_ATTRIBUTES","DX32","DX32_ATTRIBUTES","DX70","DX70_ATTRIBUTES","DX90","DX90_ATTRIBUTES","EMNT","EMNT_ATTRIBUTES","EMSD","EMSD_ATTRIBUTES","EMXP","EMXP_ATTRIBUTES","EMXT","EMXT_ATTRIBUTES","FZF0","FZF0_ATTRIBUTES","FZF1","FZF1_ATTRIBUTES","FZF2","FZF2_ATTRIBUTES","FZF3","FZF3_ATTRIBUTES","FZF4","FZF4_ATTRIBUTES","FZF5","FZF5_ATTRIBUTES","FZF6","FZF6_ATTRIBUTES","FZF7","FZF7_ATTRIBUTES","FZF8","FZF8_ATTRIBUTES","FZF9","FZF9_ATTRIBUTES","HDSD","HDSD_ATTRIBUTES","HTDD","HTDD_ATTRIBUTES","PRCP","PRCP_ATTRIBUTES","TAVG","TAVG_ATTRIBUTES","TMAX","TMAX_ATTRIBUTES","TMIN","TMIN_ATTRIBUTES"
"USS0016D09S","1987","45.04","-116.13","1905.0","BRUNDAGE RESERVOIR, ID US","","","","","        94","T","        94","T","         6","T","","","","","","","","","","","","","","","","","  45.7"," ,T,1201, ","","","","","","","","","","","","","","","","","","","","","","","","","","","    814.8"," ,T","","","","","",""
"USS0016D09S","1988","45.04","-116.13","1905.0","BRUNDAGE RESERVOIR, ID US","","","","","       116","T","       116","T","         8","T","","","","","","","","","","","","","","","","","  33.0"," ,T,0110, ","","","","","","","","","","","","","","","","","","","","","","","","","","","   1091.0"," ,T","","","","","",""
"USS0016D09S","1989","45.04","-116.13","1905.0","BRUNDAGE RESERVOIR, ID US","","","","","       120","T","       120","T","        10","T","","","","","","","","","","","","","","","","","  66.0"," ,T,0917, ","","","","","","","","","","","","","","","","","","","","","","","","","","","   1146.6"," ,T","","","","","",""
"USS0016D09S","1990","45.04","-116.13","1905.0","BRUNDAGE RESERVOIR, ID US","","","","","       126","T","       126","T","         8","T","","","","","","","        90","T","        72","T","         1","T","","","","","  45.7"," ,T,0107, ","   32.7","T,0808, ","","","","","","","","","","","","","","","","","","","","","","","","","   1171.0"," ,T","","","      8.87","T","",""
"USS0016D09S","1991","45.04","-116.13","1905.0","BRUNDAGE RESERVOIR, ID US","","","","","       123","T","       123","T","         8","T","","","","","","","        91","T","        67","T","         0","T","","","","","  45.7"," ,T,1206, ","   30.0","T,0809, ","","","","","","","","","","","","","","","","","","","","","","","","","   1134.4"," ,T","","","      9.00","T","",""
"USS0016D09S","1992","45.04","-116.13","1905.0","BRUNDAGE RESERVOIR, ID US","","","","","       109","T","       109","T","         8","T","","","","","","","        76","T","        64","T","         0","T","","","","","  35.6"," ,T,0409, ","   31.5","T,0814, ","","","","","","","","","","","","","","","","","","","","","","","","","    990.2"," ,T","","","     10.24","T","",""
"USS0016D09S","1993","45.04","-116.13","1905.0","BRUNDAGE RESERVOIR, ID US","","","","","       133","T","       133","T","        11","T","","","","","","","","","","","","","","","","","  50.8"," ,T,0606, ","","","","","","","","","","","","","","","","","","","","","","","","","","","   1286.8"," ,T","","","","","",""
"USS0016D09S","1994","45.04","-116.13","1905.0","BRUNDAGE RESERVOIR, ID US","     46.8","","      46.8","T","       125","T","       125","T","         6","T","","","        24","T","       218","T","        87","T","        88","T","         2","T","  -26.9","T,1231,+","","","  35.6"," ,T,0224, ","   33.2","T,0722, ","-1.3","T,0911","-2.5","T,1003","-6.0","T,1014","-6.7","T,1022","-9.3","T,1029","-0.2","T,0617","-2.7","T,0614","-4.7","T,0501","-8.3","T,0429","-9.9","T,0407","","","","","    986.4"," ,T","      3.18","T","      9.71","T","     -3.34","T"
"USS0016D09S","1995","45.04","-116.13","1905.0","BRUNDAGE RESERVOIR, ID US","      0.1","","       0.1","T","       156","T","       156","T","        20","T","","","        22","T","       244","T","        68","T","        50","T","         0","T","  -25.4","T,0101, ","","","  50.8"," ,T,0309, ","   28.2","T,0902, ","0.0","T,0818","-2.6","T,0921","-4.7","T,1005","-7.1","T,1030","-9.0","T,1031","-0.5","T,0620","-4.9","T,0607","-4.9","T,0607","-9.6","T,0420","-9.6","T,0420","    5663.2","2","    5663.2","T","   1735.5"," ,T","      2.88","T","      8.82","T","     -3.06","T"
"USS0016D09S","1996","45.04","-116.13","1905.0","BRUNDAGE RESERVOIR, ID US","     15.4","","      15.4","T","       157","T","       157","T","        27","T","","","        21","T","       236","T","        85","T","        61","T","         1","T","  -28.5","T,0203,+","","","  81.3"," ,T,1231, ","   32.2","T,0728, ","-0.5","T,0905","-2.7","T,0922","-4.5","T,0923","-8.1","T,1016","-9.6","T,1017","-3.8","T,0619","-3.8","T,0619","-4.6","T,0531","-6.8","T,0509","-10.8","T,0503","    5713.1","1","    5713.1","T","   2249.4"," ,T","      2.62","T","      8.90","T","     -3.67","T"
