"STATION","DATE","LATITUDE","LONGITUDE","ELEVATION","NAME","DP01","DP01_ATTRIBUTES","DP10","DP10_ATTRIBUTES","DP1X","DP1X_ATTRIBUTES","DSNW","DSNW_ATTRIBUTES","EMSN","EMSN_ATTRIBUTES","EMXP","EMXP_ATTRIBUTES","PRCP","PRCP_ATTRIBUTES","SNOW","SNOW_ATTRIBUTES"
"US1MOJC0050","2021","39.010431","-94.5893","293.5","KANSAS CITY 8.0 SSW, MO US","       108","N","        65","N","        12","N","         7","N","    76"," ,N,0102, ","  83.3"," ,N,0517, ","   1100.3"," ,N","      369"," ,N"
"US1MOJC0050","2023","39.010431","-94.5893","293.5","KANSAS CITY 8.0 SSW, MO US","        98","N","        58","N","         8","N","         2","N","    69"," ,N,0209, ","  88.6"," ,N,1025, ","    935.0"," ,N","      145"," ,N"
