"STATION","DATE","LATITUDE","LONGITUDE","ELEVATION","NAME","DP01","DP01_ATTRIBUTES","DP10","DP10_ATTRIBUTES","DP1X","DP1X_ATTRIBUTES","EMXP","EMXP_ATTRIBUTES","PRCP","PRCP_ATTRIBUTES"
"US1NCSM0024","2020","34.72298","-78.19274","23.5","HARRELLS 0.7 SE, NC US","","","","","","","","","   1727.5"," ,N"
"US1NCSM0024","2021","34.72298","-78.19274","23.5","HARRELLS 0.7 SE, NC US","       112","N","        72","N","        14","N","  67.3"," ,N,0219, ","   1227.0"," ,N"
"US1NCSM0024","2022","34.72298","-78.19274","23.5","HARRELLS 0.7 SE, NC US","","","","","","","","","   1145.2"," ,N"
"US1NCSM0024","2023","34.72298","-78.19274","23.5","HARRELLS 0.7 SE, NC US","","","","","","","","","   1375.9"," ,N"
