STATION,DATE,LATITUDE,LONGITUDE,ELEVATION,NAME,DP01,DP01_ATTRIBUTES,DP10,DP10_ATTRIBUTES,DP1X,DP1X_ATTRIBUTES,DSND,DSND_ATTRIBUTES,DSNW,DSNW_ATTRIBUTES,EMSD,EMSD_ATTRIBUTES,EMSN,EMSN_ATTRIBUTES,EMXP,EMXP_ATTRIBUTES,PRCP,PRCP_ATTRIBUTES,SNOW,SNOW_ATTRIBUTES,CDSD,CDSD_ATTRIBUTES,CLDD,CLDD_ATTRIBUTES,DT00,DT00_ATTRIBUTES,DT32,DT32_ATTRIBUTES,DX32,DX32_ATTRIBUTES,DX70,DX70_ATTRIBUTES,DX90,DX90_ATTRIBUTES,EMNT,EMNT_ATTRIBUTES,EMXT,EMXT_ATTRIBUTES,FZF0,FZF0_ATTRIBUTES,FZF1,FZF1_ATTRIBUTES,FZF2,FZF2_ATTRIBUTES,FZF3,FZF3_ATTRIBUTES,FZF4,FZF4_ATTRIBUTES,FZF5,FZF5_ATTRIBUTES,FZF6,FZF6_ATTRIBUTES,FZF7,FZF7_ATTRIBUTES,FZF8,FZF8_ATTRIBUTES,FZF9,FZF9_ATTRIBUTES,HDSD,HDSD_ATTRIBUTES,HTDD,HTDD_ATTRIBUTES,TAVG,TAVG_ATTRIBUTES,TMAX,TMAX_ATTRIBUTES,TMIN,TMIN_ATTRIBUTES,DYFG,DYFG_ATTRIBUTES,DYTS,DYTS_ATTRIBUTES,WDMV,WDMV_ATTRIBUTES,AWND,AWND_ATTRIBUTES,DYHF,DYHF_ATTRIBUTES,EVAP,EVAP_ATTRIBUTES,HN01,HN01_ATTRIBUTES,HX01,HX01_ATTRIBUTES,LN01,LN01_ATTRIBUTES,LX01,LX01_ATTRIBUTES,MN01,MN01_ATTRIBUTES,MNPN,MNPN_ATTRIBUTES,MX01,MX01_ATTRIBUTES,MXPN,MXPN_ATTRIBUTES,PSUN,PSUN_ATTRIBUTES,TSUN,TSUN_ATTRIBUTES,WDF1,WDF1_ATTRIBUTES,WDF2,WDF2_ATTRIBUTES,WDF5,WDF5_ATTRIBUTES,WDFG,WDFG_ATTRIBUTES,WDFM,WDFM_ATTRIBUTES,WSF1,WSF1_ATTRIBUTES,WSF2,WSF2_ATTRIBUTES,WSF5,WSF5_ATTRIBUTES,WSFG,WSFG_ATTRIBUTES,WSFM,WSFM_ATTRIBUTES
USC00264349,1942,39.4688,-119.0644,1270.1,"LAHONTAN DAM, NV US",35,6,14,6,0,6,,,,,,,,,9.7," ,6,0406, ",96.6,6.0,,,639.7,,639.7,6,2,6,127,6,18,6,164,6,62,6,-18.9,"6,0102, ",39.4,"6,0724,+",0.0,61029.0,-2.8,61104.0,-4.4,61105.0,-6.7,61121.0,-9.4,61226.0,0.0,60512.0,-3.9,60327.0,-5.6,60326.0,-7.2,60226.0,-8.9,60223.0,2983.1,1,2983.1,6,11.9,6,19.02,6,4.78,6,17," ",,,54412,6,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
USC00264349,1943,39.4688,-119.0644,1270.1,"LAHONTAN DAM, NV US",38,6,18,6,0,6,,,2,6,,,203," ,6,0225, ",18.5," ,6,0122, ",180.3,6.0,310," ,6",580.8,,580.8,6,0,6,105,6,3,6,166,6,57,6,-15.6,"6,0118, ",38.9,"6,0730,+",-2.8,61031.0,-2.8,61031.0,-4.4,61101.0,-7.8,61210.0,,,0.0,60321.0,-3.3,60320.0,-4.4,60318.0,-6.7,60211.0,-12.2,60120.0,2432.5,5,2432.5,6,12.76,6,19.98,6,5.54,6,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
USC00264349,1944,39.4688,-119.0644,1270.1,"LAHONTAN DAM, NV US",33,6,12,6,0,6,,,,,,,,,9.4," ,6,1008, ",82.1,6.0,,,,,,,0,6,144,6,,,,,,,-12.8,"6,0128, ",,,-1.1,61104.0,-4.4,61114.0,-4.4,61114.0,-6.7,61118.0,-8.9,61212.0,0.0,60422.0,-2.2,60420.0,-5.0,60414.0,-7.2,60315.0,-8.9,60314.0,,,,,,,,,4.22,6,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
USC00264349,1945,39.4688,-119.0644,1270.1,"LAHONTAN DAM, NV US",26,6,12,6,1,6,,,3,6,,,89," ,6,0304, ",30.0," ,6,0202, ",115.0,6.0,208," ,6",533.4,,533.4,6,0,6,131,6,10,6,152,6,53,6,-12.2,"6,1214, ",37.8,"6,0728,+",-2.8,61023.0,-2.8,61023.0,-5.0,61121.0,-7.2,61201.0,-11.1,61212.0,0.0,60519.0,-2.2,60413.0,-6.1,60324.0,-11.1,60318.0,-11.1,60318.0,3045.9,9,3045.9,6,11.65,6,18.36,6,4.93,6,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
USC00264349,1946,39.4688,-119.0644,1270.1,"LAHONTAN DAM, NV US",,,,,,,,,1,6,,,38," ,6,0204, ",,,,,66," ,6",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2644.5,5,2644.5," ",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
USC00264349,1947,39.4688,-119.0644,1270.1,"LAHONTAN DAM, NV US",11,6,5,6,0,6,,,1,6,,,127," ,6,0128, ",13.5," ,6,0531, ",41.1,6.0,140," ,6",522.4,,522.4,6,0,6,111,6,5,6,174,6,52,6,-12.8,"6,0116,+",38.3,"6,0705, ",-0.6,61022.0,-3.3,61105.0,-6.1,61106.0,-6.7,61120.0,-8.9,61122.0,0.0,60409.0,-2.2,60312.0,-4.4,60306.0,-6.7,60129.0,-11.1,60128.0,,,,,12.45,6,19.51,6,5.39,6,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
USC00264349,1948,39.4688,-119.0644,1270.1,"LAHONTAN DAM, NV US",11,0,7,0,0,0,,,,,,,,,10.2," ,0,0519, ",57.4,0.0,,,517.4,,517.4,0,0,0,132,0,11,0,149,0,51,0,-16.1,"0,1225, ",36.1,"0,0723,+",0.0,1027.0,-2.8,1028.0,-4.4,1105.0,-7.2,1108.0,-9.4,1215.0,-1.1,60508.0,-4.4,60407.0,-4.4,60407.0,-6.7,60325.0,-8.9,60229.0,2829.6,6,2829.6,0,11.41,0,18.49,0,4.32,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
USC00264349,1949,39.4688,-119.0644,1270.1,"LAHONTAN DAM, NV US",12,0,9,0,0,0,,,4,0,,,114," ,0,0113, ",9.4," ,0,0516, ",51.3,0.0,305," ,0",643.6,,643.6,0,11,0,110,0,41,0,162,0,48,0,-26.7,"0,0126, ",38.9,"0,0716,+",0.0,1007.0,-2.2,1018.0,-7.2,1210.0,-7.2,1210.0,-12.2,1211.0,-1.1,401.0,-5.0,329.0,-5.0,329.0,-6.7,221.0,-11.1,215.0,3287.0,0,3287.0,0,11.42,0,18.11,0,4.73,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
USC00264349,1950,39.4688,-119.0644,1270.1,"LAHONTAN DAM, NV US",27,0,10,0,0,0,,,4,0,,,76," ,0,0131, ",18.3," ,0,0918, ",106.7,0.0,190," ,0",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
USC00264349,1951,39.4688,-119.0644,1270.1,"LAHONTAN DAM, NV US",21,0,13,0,0,0,2,,4,0,51," ,0,0225, ",76," ,0,1203, ",19.1," ,0,1024, ",86.9,0.0,203," ,0",724.1,,724.1,0,0,0,119,0,8,0,183,0,81,0,-12.8,"0,1209,+",40.0,"0,0724, ",0.0,1027.0,-3.3,1102.0,-6.1,1116.0,-7.2,1207.0,-11.7,1208.0,-0.6,501.0,-4.4,328.0,-4.4,328.0,-8.9,305.0,-8.9,305.0,2332.4,4,2332.4,0,13.1,0,20.88,0,5.32,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
USC00264349,1952,39.4688,-119.0644,1270.1,"LAHONTAN DAM, NV US",22,0,10,0,0,0,,,6,0,,,152," ,0,1231, ",20.3," ,0,0426, ",94.8,0.0,394," ,0",631.3,,631.3,0,0,0,127,0,3,0,189,0,61,0,-12.2,"0,0103, ",37.2,"0,0717, ",-1.7,1103.0,-2.2,1112.0,-7.2,1122.0,-7.2,1122.0,-9.4,1127.0,0.0,612.0,-3.3,323.0,-5.6,322.0,-6.7,314.0,-9.4,113.0,2795.8,8,2795.8,0,12.6,0,20.03,0,5.16,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
USC00264349,1953,39.4688,-119.0644,1270.1,"LAHONTAN DAM, NV US",18,0,10,0,0,0,,,0,0,,,0,"T,0,0408,+",13.5," ,0,0529, ",57.2,0.0,0,"T,0",567.5,,567.5,0,0,0,101,0,2,0,149,0,63,0,-8.9,"0,1223, ",38.9,"0,0713, ",0.0,1021.0,-5.6,1118.0,-5.6,1118.0,-7.2,1119.0,-8.9,1223.0,0.0,510.0,-2.8,412.0,-5.6,409.0,-7.2,302.0,,,2675.5,5,2675.5,0,12.63,0,19.9,0,5.37,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
USC00264349,1954,39.4688,-119.0644,1270.1,"LAHONTAN DAM, NV US",21,0,15,0,0,0,,,1,0,,,51," ,0,1210, ",19.1," ,0,0609,+",108.4,0.0,51," ,0",536.1,,536.1,0,0,0,112,0,2,0,181,0,52,0,-12.8,"0,1227, ",38.3,"0,0803,+",-2.2,1024.0,-2.2,1024.0,-10.6,1130.0,-10.6,1130.0,-10.6,1130.0,0.0,502.0,-2.2,501.0,-5.6,321.0,-6.7,318.0,,,2467.9,9,2467.9,0,12.8,0,20.32,0,5.28,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
USC00264349,1956,39.4688,-119.0644,1270.1,"LAHONTAN DAM, NV US",18,0,10,0,0,0,,,2,0,,,241," ,0,0125, ",22.6," ,0,0125, ",85.9,0.0,266," ,0",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
USC00264349,1957,39.4688,-119.0644,1270.1,"LAHONTAN DAM, NV US",25,0,11,0,0,0,,,2,0,,,76," ,0,0125, ",15.5," ,0,0112, ",84.4,0.0,101," ,0",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2915.7,7,2915.7,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
USC00264349,1958,39.4688,-119.0644,1270.1,"LAHONTAN DAM, NV US",27,0,16,0,0,0,0,,1,0,0," ,0,1231,+",25," ,0,0228, ",15.0," ,0,0613, ",92.7,0.0,25," ,0",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
USC00264349,1959,39.4688,-119.0644,1270.1,"LAHONTAN DAM, NV US",16,0,9,0,0,0,1,,2,0,25," ,0,1231, ",76," ,0,0208, ",6.6," ,0,0907, ",45.8,0.0,101," ,0",649.2,,649.2,0,0,0,131,0,0,0,171,0,60,0,-13.3,"0,0104, ",40.6,"0,0718, ",0.0,929.0,-5.6,1105.0,-5.6,1105.0,-10.0,1205.0,-10.0,1205.0,0.0,503.0,-2.2,320.0,-4.4,315.0,-7.8,214.0,-8.9,213.0,,,,,12.83,0,20.66,0,5.01,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
USC00264349,1960,39.4688,-119.0644,1270.1,"LAHONTAN DAM, NV US",14,0,8,0,0,0,,,1,0,,,25," ,0,0209, ",19.8," ,0,0731, ",82.7,0.0,25," ,0",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2831.8,8,2831.8,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
USC00264349,1961,39.4688,-119.0644,1270.1,"LAHONTAN DAM, NV US",35,0,23,0,0,0,,,3,0,,,102," ,0,1120, ",18.8," ,0,0806, ",165.1,0.0,203," ,0",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
USC00264349,1962,39.4688,-119.0644,1270.1,"LAHONTAN DAM, NV US",30,0,16,0,0,0,,,1,0,,,76," ,0,0310, ",17.8," ,0,0514, ",139.4,0.0,76," ,0",593.1,,593.1,0,4,0,121,0,18,0,177,0,58,0,-22.8,"0,0122, ",37.8,"0,0815, ",0.0,1015.0,-4.4,1117.0,-4.4,1117.0,-10.0,1130.0,-10.0,1130.0,-1.1,430.0,-2.2,324.0,-4.4,315.0,-6.7,314.0,-9.4,301.0,,,,,12.07,0,19.23,0,4.91,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
USC00264349,1963,39.4688,-119.0644,1270.1,"LAHONTAN DAM, NV US",37,0,17,0,1,0,1,,5,0,25," ,0,0103, ",152," ,0,0316, ",36.3," ,0,0131, ",146.0,0.0,381," ,0",507.5,,507.5,0,1,0,115,0,6,0,156,0,57,0,-17.8,"0,0113, ",37.8,"0,0808, ",-0.6,1031.0,-2.2,1101.0,-4.4,1118.0,-6.7,1122.0,-8.9,1212.0,-0.6,423.0,-3.9,421.0,-4.4,419.0,-11.1,127.0,-11.1,127.0,2642.1,1,2642.1,0,12.01,0,19.29,0,4.73,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
USC00264349,1964,39.4688,-119.0644,1270.1,"LAHONTAN DAM, NV US",25,0,9,0,0,0,,,,,,,,,13.2," ,0,0527, ",87.5,0.0,,,,,,,0,0,137,0,,,,,,,-13.9,"0,1120,+",,,-2.8,1022.0,-2.8,1022.0,-5.6,1113.0,-7.8,1114.0,-9.4,1115.0,-1.1,507.0,-3.3,506.0,-5.0,423.0,-8.9,308.0,-8.9,308.0,2881.6,6,2881.6,0,,,,,3.91,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
USC00264349,1965,39.4688,-119.0644,1270.1,"LAHONTAN DAM, NV US",,,,,,,,,,,,,,,,,,,,,405.6,,405.6,0,0,0,125,0,14,0,163,0,33,0,-13.9,"0,0101, ",36.1,"0,0807,+",-1.7,917.0,-5.0,1122.0,-5.0,1122.0,-6.7,1129.0,-10.0,1217.0,0.0,507.0,-2.2,410.0,-6.1,319.0,-7.2,318.0,-10.6,211.0,,,,,11.74,0,18.7,0,4.79,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
USC00264349,1966,39.4688,-119.0644,1270.1,"LAHONTAN DAM, NV US",14,0,7,0,0,0,2,,3,0,51," ,0,0210, ",51," ,0,0210, ",19.1," ,0,0919, ",54.9,0.0,114," ,0",658.5,,658.5,0,0,0,108,0,1,0,190,0,65,0,-10.0,"0,1228,+",38.9,"0,0730, ",-1.7,1014.0,-4.4,1109.0,-4.4,1109.0,-6.7,1124.0,-10.0,1228.0,-1.7,427.0,-2.2,419.0,-6.7,317.0,-6.7,317.0,-10.0,304.0,2511.6,6,2511.6,0,13.16,0,20.4,0,5.92,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
USC00264349,1967,39.4688,-119.0644,1270.1,"LAHONTAN DAM, NV US",32,0,23,0,0,0,,,2,0,,,114," ,0,0311, ",22.9," ,0,0608, ",156.8,0.0,216," ,0",717.1,,717.1,0,0,0,116,0,3,0,160,0,67,0,-15.0,"0,1214,+",38.9,"0,0702, ",-3.9,1122.0,-3.9,1122.0,-5.0,1127.0,-7.2,1201.0,-15.0,1213.0,0.0,512.0,-2.2,429.0,-5.6,314.0,-7.2,220.0,-8.9,106.0,2800.0,0,2800.0,0,12.57,0,19.4,0,5.74,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
USC00264349,1969,39.4688,-119.0644,1270.1,"LAHONTAN DAM, NV US",,,,,,,,,6,0,,,102," ,0,0224,+",,,,,432," ,0",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
USC00264349,1970,39.4688,-119.0644,1270.1,"LAHONTAN DAM, NV US",33,0,20,0,1,0,2,,2,0,76," ,0,0304, ",76," ,0,0304, ",33.5," ,0,0627, ",153.6,0.0,127," ,0",651.4,,651.4,0,0,0,103,0,9,0,143,0,66,0,-12.2,"0,0105,+",38.9,"0,0811, ",-0.6,1026.0,-5.6,1027.0,-5.6,1027.0,-6.7,1213.0,-8.9,1223.0,0.0,429.0,-2.8,427.0,-5.6,318.0,-7.2,202.0,-11.7,107.0,,,,,12.35,0,19.02,0,5.69,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
USC00264349,1971,39.4688,-119.0644,1270.1,"LAHONTAN DAM, NV US",48,0,19,0,2,0,21,,10,0,152," ,0,0113, ",157," ,0,0301,+",50.8," ,0,0827, ",219.9,0.0,806," ,0",653.0,,653.0,0,0,0,118,0,10,0,142,0,53,0,-16.1,"0,0105,+",38.9,"0,0813, ",0.0,1001.0,-6.7,1028.0,-6.7,1028.0,-6.7,1028.0,-8.9,1029.0,-2.8,421.0,-2.8,421.0,-4.4,319.0,-6.7,318.0,-11.7,303.0,2840.8,8,2840.8,0,11.85,0,18.49,0,5.21,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
USC00264349,1972,39.4688,-119.0644,1270.1,"LAHONTAN DAM, NV US",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2887.9,9,2887.9,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
USC00264349,1976,39.4688,-119.0644,1270.1,"LAHONTAN DAM, NV US",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,6," ",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
USC00264349,1977,39.4688,-119.0644,1270.1,"LAHONTAN DAM, NV US",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,6," ",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
USC00264349,1978,39.4688,-119.0644,1270.1,"LAHONTAN DAM, NV US",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2246.5,5,2246.5,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
USC00264349,1980,39.4688,-119.0644,1270.1,"LAHONTAN DAM, NV US",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2584.3,3,2584.3,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
USC00264349,1981,39.4688,-119.0644,1270.1,"LAHONTAN DAM, NV US",36,0,15,0,0,0,,,,,,,,,15.2," ,0,1114, ",105.6,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2," ",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
USC00264349,1983,39.4688,-119.0644,1270.1,"LAHONTAN DAM, NV US",81,0,30,0,2,0,,,,,,,,,33.8," ,0,0820, ",278.1,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
USC00264349,1984,39.4688,-119.0644,1270.1,"LAHONTAN DAM, NV US",46,0,15,0,0,0,,,,,,,,,14.7," ,0,0719, ",116.3,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,8," ",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
USC00264349,1985,39.4688,-119.0644,1270.1,"LAHONTAN DAM, NV US",,,,,,,,,,,,,,,,,,,,,,,,,0,0,117,0,17,0,173,0,72,0,-13.3,"0,0205, ",40.0,"0,0716, ",-2.2,1009.0,-2.2,1009.0,-7.8,1111.0,-7.8,1111.0,-8.9,1113.0,-0.6,426.0,-3.3,329.0,-4.4,327.0,-7.2,308.0,-8.9,209.0,,,,,12.2,0,19.77,0,4.64,0,14," ",5," ",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
USC00264349,1986,39.4688,-119.0644,1270.1,"LAHONTAN DAM, NV US",28,0,13,0,0,0,,,,,,,,,25.1," ,0,0219, ",106.6,0.0,,,,,,,,,,,0,0,174,0,78,0,,,40.0,"0,0810, ",,,,,,,,,,,,,,,,,,,,,,,,,,,21.8,0,,,1," ",2," ",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
USC00264349,1987,39.4688,-119.0644,1270.1,"LAHONTAN DAM, NV US",42,0,17,0,0,0,,,2,0,,,51," ,0,0224, ",11.7," ,0,0616, ",107.7,0.0,76," ,0",,,,,0,0,86,0,,,,,,,-14.4,"0,0116, ",,,-4.4,1115.0,-4.4,1115.0,-4.4,1115.0,-7.2,1126.0,-10.6,1214.0,-1.7,420.0,-4.4,329.0,-4.4,329.0,-8.3,226.0,-12.8,121.0,,,,,,,,,6.44,0,1," ",14," ",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
USC00264349,1988,39.4688,-119.0644,1270.1,"LAHONTAN DAM, NV US",35,0,9,0,0,0,,,,,,,,,14.5," ,0,0414, ",80.4,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
USC00264349,1989,39.4688,-119.0644,1270.1,"LAHONTAN DAM, NV US",34,0,13,0,0,0,,,,,,,,,23.9," ,0,0203, ",130.7,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
USC00264349,1990,39.4688,-119.0644,1270.1,"LAHONTAN DAM, NV US",27,0,9,0,0,0,0,,0,0,0," ,0,1231,+",0," ,0,1231,+",22.1," ,0,0528, ",97.2,0.0,0," ,0",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
USC00264349,1991,39.4688,-119.0644,1270.1,"LAHONTAN DAM, NV US",40,0,17,0,0,0,0,,0,0,0,"T,0,0109,+",0,"T,0,0109,+",12.7," ,0,0801, ",134.1,0.0,0,"T,0",,,,,0,0,102,0,9,0,164,0,68,0,-15.6,"0,0102, ",39.4,"0,0704, ",-1.1,1024.0,-3.3,1028.0,-5.6,1030.0,-6.7,1123.0,-10.6,1203.0,-1.1,426.0,-3.3,411.0,-4.4,308.0,-11.1,130.0,-11.1,130.0,,,,,13.06,0,20.62,0,5.5,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
USC00264349,1992,39.4688,-119.0644,1270.1,"LAHONTAN DAM, NV US",25,0,10,0,0,0,0,,0,0,0," ,0,1231,+",0," ,0,1231,+",8.4," ,0,0903, ",64.3,0.0,0," ,0",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
USC00264349,1993,39.4688,-119.0644,1270.1,"LAHONTAN DAM, NV US",32,0,14,0,0,0,,,,,,,,,23.4," ,0,0606, ",147.0,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
USC00264349,1994,39.4688,-119.0644,1270.1,"LAHONTAN DAM, NV US",,,,,,,,,1,0,,,114," ,0,1213, ",,,120.1,0.0,135," ,0",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1," ",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
USC00264349,1995,39.4688,-119.0644,1270.1,"LAHONTAN DAM, NV US",42,0,23,0,0,0,1,,1,0,102," ,0,0105, ",64," ,0,0416, ",16.8," ,0,0616, ",185.1,0.0,64," ,0",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
USC00264349,1996,39.4688,-119.0644,1270.1,"LAHONTAN DAM, NV US",38,0,16,0,0,0,,,0,0,,,0," ,0,1231,+",10.2," ,0,0515, ",133.0,0.0,0," ,0",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2," ",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
USC00264349,1997,39.4688,-119.0644,1270.1,"LAHONTAN DAM, NV US",24,0,12,0,0,0,,,2,0,,,64," ,0,0228, ",13.7," ,0,0123, ",85.3,0.0,115," ,0",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2," ",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
USC00264349,1998,39.4688,-119.0644,1270.1,"LAHONTAN DAM, NV US",,,,,,,,,,,,,,,,,211.8,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1," ",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
USC00264349,1999,39.4688,-119.0644,1270.1,"LAHONTAN DAM, NV US",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,5," ",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
