"STATION","DATE","LATITUDE","LONGITUDE","ELEVATION","NAME","PRCP","PRCP_ATTRIBUTES"
"US1COLR0329","2005","40.86","-105.5087","2414.9","RED FEATHER 5.9 NE, CO US","    362.4"," ,N"
"US1COLR0329","2021","40.86","-105.5087","2414.9","RED FEATHER 5.9 NE, CO US","    391.9"," ,N"
